sense_id,headword,pos,selected_sense_en,definition_en,definition_zh,curriculum_band,cefr_level,vocabulary_role,primary_topic_id,secondary_topics,pronunciation_ipa_us,american_audio_file,ecdict_tags,ecdict_collins,ecdict_bnc_rank,ecdict_frq_rank,source_definition,source_translation,copyright_status,license_review,human_review,review_reason,review_status,reviewed_by,review_basis
childhood_n_1,childhood,n.,the period of somebody’s life when they are a child,the period of somebody’s life when they are a child,童年,4.0,B1,foundation,daily_life_people_and_family,,/ˈtʃaɪldhʊd/,childhood_us.mp3,gk cet4 ky,3,2746,2107,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
skin_n_1,skin,n.,the layer of tissue that covers the body,the layer of tissue that covers the body,皮肤,4.0,A2,foundation,daily_life_people_and_family,,/skɪn/,skin_us.mp3,gk cet4 cet6 ky ielts,4,1289,1019,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
ear_n_1,ear,n.,either of the organs on the sides of the head that you hear with,either of the organs on the sides of the head that you hear with,耳朵,4.0,A1,foundation,daily_life_people_and_family,,/ɪr/,ear_us.mp3,zk gk,3,1599,1337,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
leg_n_1,leg,n.,one of the long parts that connect the feet to the rest of the body,one of the long parts that connect the feet to the rest of the body,腿,4.0,A1,foundation,daily_life_people_and_family,,/leɡ/,leg_us.mp3,zk gk,4,851,856,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
tooth_n_1,tooth,n.,any of the hard white structures in the mouth used for biting food,any of the hard white structures in the mouth used for biting food,牙齿,4.0,A1,foundation,daily_life_people_and_family,,/tuːθ/,tooth_us.mp3,zk gk,3,1747,1854,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
single_adj_1,single,adj.,not married or in a romantic relationship,not married or in a romantic relationship,单身的,4.0,A2,foundation,daily_life_people_and_family,,/ˈsɪŋɡl/,single_us.mp3,zk gk ielts,5,569,632,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
look_n_1,look,n.,a person's appearance or the expression on their face,a person's appearance or the expression on their face,外表；神情,4.0,A2,foundation,daily_life_people_and_family,,/lʊk/,look_us.mp3,zk gk,5,82,85,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
laugh_v_1,laugh,v.,to make the sounds and movements of your face that show you think something is funny or silly,to make the sounds and movements of your face that show you think something is funny or silly,笑,4.0,A1,foundation,daily_life_people_and_family,,/læf/,laugh_us.mp3,zk gk,5,1021,861,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
voice_n_1,voice,n.,the sound or sounds produced through the mouth by a person speaking or singing,the sound or sounds produced through the mouth by a person speaking or singing,嗓音；声音,4.0,A2,foundation,daily_life_people_and_family,,/vɔɪs/,voice_us.mp3,zk gk cet4 cet6 ky,4,487,465,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
smile_v_1,smile,v.,to make a smile appear on your face,to make a smile appear on your face,微笑,4.0,A2,foundation,daily_life_people_and_family,,/smaɪl/,smile_us.mp3,zk gk,4,892,1068,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
appearance_n_1,appearance,n.,the way that somebody/something looks on the outside; what somebody/something seems to be,the way that somebody/something looks on the outside; what somebody/something seems to be,外貌；外表,4.0,A2,foundation,daily_life_people_and_family,,/əˈpɪrəns/,appearance_us.mp3,gk cet4 ky ielts,4,1435,1684,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
dead_adj_1,dead,adj.,no longer alive,no longer alive,死的；失去生命的,4.0,A2,foundation,daily_life_people_and_family,,/ded/,dead_us.mp3,zk gk toefl,4,877,726,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
male_adj_1,male,adj.,being a man or boy,being a man or boy,男性的；雄性的,4.0,A2,foundation,daily_life_people_and_family,,/meɪl/,male_us.mp3,gk cet4 ky ielts,4,1126,1530,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
female_adj_1,female,adj.,being a woman or a girl,being a woman or a girl,女性的；雌性的,4.0,A2,foundation,daily_life_people_and_family,,/ˈfiːmeɪl/,female_us.mp3,gk cet4 cet6 ky ielts,4,1563,1396,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
cute_adj_1,cute,adj.,pretty and attractive,pretty and attractive,可爱的,4.0,A2,foundation,daily_life_people_and_family,,/kjuːt/,cute_us.mp3,ielts,1,11929,4345,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
alive_adj_1,alive,adj.,living; not dead,living; not dead,活着的,4.0,A2,foundation,daily_life_people_and_family,,/əˈlaɪv/,alive_us.mp3,zk gk cet4 cet6 ky,3,2080,1532,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
handsome_adj_1,handsome,adj.,pleasing in appearance especially by reason of conformity to ideals of form and proportion,pleasing in appearance especially by reason of conformity to ideals of form and proportion,英俊的,4.0,,foundation,daily_life_people_and_family,,'hænsәm,,zk gk cet4 cet6 ky ielts,2,4033,3838,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
elderly_adj_1,elderly,adj.,used as a polite word for ‘old’,used as a polite word for ‘old’,年长的；上了年纪的,4.0,B1,general_ielts,daily_life_people_and_family,,/ˈeldərli/,elderly_us.mp3,cet4 ky ielts,3,1837,2907,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
pregnant_adj_1,pregnant,adj.,having a baby or young animal developing inside her/its body,having a baby or young animal developing inside her/its body,怀孕的,4.0,B1,foundation,daily_life_people_and_family,,/ˈpreɡnənt/,pregnant_us.mp3,gk cet6 ky toefl ielts gre,3,3276,2629,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
beard_n_1,beard,n.,the hair growing on the lower part of a man's face,the hair growing on the lower part of a man's face,胡须；胡子,4.0,A2,foundation,daily_life_people_and_family,,biәd,,gk cet4 ky toefl ielts,2,5605,4690,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
slim_adj_1,slim,adj.,thin in an attractive or healthy-looking way,thin in an attractive or healthy-looking way,苗条的,4.0,A2,foundation,daily_life_people_and_family,,slim,,gk cet6 ky toefl ielts,3,4710,5312,CURATED_FROM_SOURCES,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
care_v_1,care,v.,to feel that something is important and worth worrying about,to feel that something is important and worth worrying about,关心；在意,4.0,A2,foundation,daily_life_people_and_family,,/ker/,care_us.mp3,zk gk ielts,5,505,434,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
support_v_1,support,v.,"to help someone emotionally, practically, or financially","to help someone emotionally, practically, or financially",支持；帮助,4.0,A2,foundation,daily_life_people_and_family,,/səˈpɔːrt/,support_us.mp3,gk cet4 cet6 ky ielts,5,481,524,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
love_v_1,love,v.,to have very strong feelings of liking and caring for somebody,to have very strong feelings of liking and caring for somebody,爱；喜爱,4.0,A1,foundation,daily_life_people_and_family,,/lʌv/,love_us.mp3,zk gk,5,670,390,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
help_v_1,help,v.,to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need,to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need,帮助,4.0,A1,foundation,daily_life_people_and_family,,/help/,help_us.mp3,zk gk,5,204,167,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
live_v_1,live,v.,to have your home in a particular place,to have your home in a particular place,居住,4.0,A1,foundation,daily_life_people_and_family,,/lɪv/,live_us.mp3,zk gk ielts,3,267,210,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
share_v_1,share,v.,"to have, use or experience something at the same time as somebody else","to have, use or experience something at the same time as somebody else",分享；共用,4.0,A1,foundation,daily_life_people_and_family,,/ʃer/,share_us.mp3,zk gk cet4 cet6 ky,5,620,711,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
visit_v_1,visit,v.,to go to see a person or a place for a period of time,to go to see a person or a place for a period of time,拜访；看望,4.0,A1,foundation,daily_life_people_and_family,,/ˈvɪzɪt/,visit_us.mp3,zk gk,5,867,905,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
meet_v_1,meet,v.,"to come together with someone, either by plan or by chance","to come together with someone, either by plan or by chance",见面；遇见,4.0,A1,foundation,daily_life_people_and_family,,/miːt/,meet_us.mp3,zk gk gre,5,259,288,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
relationship_n_1,relationship,n.,"the way in which two people, groups or countries behave towards each other or deal with each other","the way in which two people, groups or countries behave towards each other or deal with each other",关系,4.0,A2,foundation,daily_life_people_and_family,,/rɪˈleɪʃnʃɪp/,relationship_us.mp3,gk cet4 cet6 ky ielts,4,532,486,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
remember_v_1,remember,v.,"to have or keep an image in your memory of an event, a person, a place, etc. from the past","to have or keep an image in your memory of an event, a person, a place, etc. from the past",记得；记住,4.0,A1,foundation,daily_life_people_and_family,,/rɪˈmembər/,remember_us.mp3,zk gk,5,346,379,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
know_v_1,know,v.,to have information in your mind as a result of experience or because you have learned or been told it,to have information in your mind as a result of experience or because you have learned or been told it,知道；认识,4.0,A1,foundation,daily_life_people_and_family,,/nəʊ/,know_us.mp3,zk gk,3,49,47,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
nice_adj_1,nice,adj.,pleasant or attractive,pleasant or attractive,友好的；令人愉快的,4.0,A1,foundation,daily_life_people_and_family,,/naɪs/,nice_us.mp3,zk gk gre,4,750,897,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
kind_adj_1,kind,adj.,"caring about others; gentle, friendly and generous","caring about others; gentle, friendly and generous",善良的；体贴的,4.0,B1,foundation,daily_life_people_and_family,,/kaɪnd/,kind_us.mp3,zk gk,2,337,250,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
respect_v_1,respect,v.,to have a very good opinion of somebody/something; to admire somebody/something,to have a very good opinion of somebody/something; to admire somebody/something,尊重,4.0,B1,foundation,daily_life_people_and_family,,/rɪˈspekt/,respect_us.mp3,gk cet4 cet6 ky toefl,4,1476,1554,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
culture_n_1,culture,n.,"the customs and beliefs, art, way of life and social organization of a particular country or group","the customs and beliefs, art, way of life and social organization of a particular country or group",文化,4.0,A1,general_ielts,daily_life_people_and_family,,/ˈkʌltʃər/,culture_us.mp3,zk gk cet4 cet6 ky toefl ielts,4,983,611,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
friendly_adj_1,friendly,adj.,behaving in a kind and pleasant way because you like somebody or want to help them,behaving in a kind and pleasant way because you like somebody or want to help them,友好的,4.0,A1,foundation,daily_life_people_and_family,,/ˈfrendli/,friendly_us.mp3,zk gk,3,2241,2760,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
community_n_1,community,n.,"all the people who live in a particular area, country, etc. when talked about as a group","all the people who live in a particular area, country, etc. when talked about as a group",社区,4.0,A2,general_ielts,daily_life_people_and_family,,/kəˈmjuːnəti/,community_us.mp3,cet4 cet6 ky toefl ielts,5,335,296,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
quiet_adj_1,quiet,adj.,making very little noise,making very little noise,安静的,4.0,A1,foundation,daily_life_people_and_family,,/ˈkwaɪət/,quiet_us.mp3,zk gk,4,1437,1435,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
role_n_1,role,n.,the function or position someone has in a family or group,the function or position someone has in a family or group,角色；职责,4.0,A2,foundation,daily_life_people_and_family,,/rəʊl/,role_us.mp3,zk gk cet4 cet6 ky toefl ielts,5,468,451,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
trust_n_1,trust,n.,"the belief that somebody/something is good, sincere, honest, etc. and will not try to harm or trick you","the belief that somebody/something is good, sincere, honest, etc. and will not try to harm or trick you",信任,4.0,B2,foundation,daily_life_people_and_family,,/trʌst/,trust_us.mp3,zk gk cet4 cet6 ky,4,1160,1841,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
responsibility_n_1,responsibility,n.,"duty to deal with or take care of somebody/something, so that you may be blamed if something goes wrong","duty to deal with or take care of somebody/something, so that you may be blamed if something goes wrong",责任,4.0,B1,general_ielts,daily_life_people_and_family,,/rɪˌspɑːnsəˈbɪləti/,responsibility_us.mp3,gk cet4 cet6 ky toefl ielts,4,830,1067,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
active_adj_1,active,adj.,"always busy doing things, especially physical activities","always busy doing things, especially physical activities",活跃的；积极的,4.0,A2,foundation,daily_life_people_and_family,,/ˈæktɪv/,active_us.mp3,zk gk cet4 ky toefl,4,1316,1444,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
independent_adj_1,independent,adj.,able to live or act without depending on other people,able to live or act without depending on other people,独立的,4.0,A2,foundation,daily_life_people_and_family,,/ˌɪndɪˈpendənt/,independent_us.mp3,gk cet4 cet6 ky toefl,5,1013,1265,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
honest_adj_1,honest,adj.,"always telling the truth, and never stealing or cheating","always telling the truth, and never stealing or cheating",诚实的,4.0,B1,foundation,daily_life_people_and_family,,/ˈɑːnɪst/,honest_us.mp3,zk gk cet4 ky,3,2681,2530,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
raise_v_1,raise,v.,to care for a child until the child becomes an adult,to care for a child until the child becomes an adult,抚养；养育,4.0,A2,foundation,daily_life_people_and_family,,/reɪz/,raise_us.mp3,zk gk toefl,5,510,433,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
value_n_1,value,n.,a belief about what is important or morally right,a belief about what is important or morally right,价值观；准则,4.0,B1,foundation,daily_life_people_and_family,,/ˈvæljuː/,value_us.mp3,zk gk cet4 cet6 ky ielts,5,367,499,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
different_adj_1,different,adj.,not the same as somebody/something; not like somebody/something else,not the same as somebody/something; not like somebody/something else,不同的,4.0,A1,foundation,daily_life_people_and_family,,/ˈdɪfrənt/,different_us.mp3,zk gk ielts,5,177,237,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
argument_n_1,argument,n.,"conversation or discussion in which two or more people disagree, often angrily","conversation or discussion in which two or more people disagree, often angrily",争吵；争论,4.0,A2,foundation,daily_life_people_and_family,,/ˈɑːrɡjumənt/,argument_us.mp3,gk cet4 ky ielts,4,832,1185,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
agree_v_1,agree,v.,to have the same opinion as somebody; to say that you have the same opinion,to have the same opinion as somebody; to say that you have the same opinion,同意,4.0,A1,foundation,daily_life_people_and_family,,/əˈɡriː/,agree_us.mp3,zk gk,5,401,514,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
similar_adj_1,similar,adj.,like somebody/something but not exactly the same,like somebody/something but not exactly the same,相似的,4.0,A1,foundation,daily_life_people_and_family,,/ˈsɪmələr/,similar_us.mp3,zk gk ielts,4,543,720,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
polite_adj_1,polite,adj.,having or showing good manners and respect for the feelings of others,having or showing good manners and respect for the feelings of others,有礼貌的,4.0,A2,foundation,daily_life_people_and_family,,/pəˈlaɪt/,polite_us.mp3,zk gk,2,4976,5492,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
attitude_n_1,attitude,n.,the way that you think and feel about somebody/something; the way that you behave towards somebody/something that shows how you think and feel,the way that you think and feel about somebody/something; the way that you behave towards somebody/something that shows how you think and feel,态度,4.0,B1,general_ielts,daily_life_people_and_family,,/ˈætɪtuːd/,attitude_us.mp3,gk cet4 ky,4,920,1155,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
responsible_adj_1,responsible,adj.,"having the job or duty of doing something or taking care of somebody/something, so that you may be blamed if something goes wrong","having the job or duty of doing something or taking care of somebody/something, so that you may be blamed if something goes wrong",负责任的,4.0,B1,foundation,daily_life_people_and_family,,/rɪˈspɑːnsəbl/,responsible_us.mp3,cet4 cet6 ky toefl,4,1054,1365,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
tradition_n_1,tradition,n.,"belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs","belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs",传统,4.0,A2,foundation,daily_life_people_and_family,,/trəˈdɪʃn/,tradition_us.mp3,gk cet4 cet6 ky,3,1417,1243,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
together_adv_1,together,adv.,with or near to somebody/something else; with each other,with or near to somebody/something else; with each other,一起；共同,4.0,A1,foundation,daily_life_people_and_family,,/təˈɡeðər/,together_us.mp3,zk gk,5,288,324,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
common_adj_1,common,adj.,happening often; existing in large numbers or in many places,happening often; existing in large numbers or in many places,常见的；共同的,4.0,A1,foundation,daily_life_people_and_family,,/ˈkɑːmən/,common_us.mp3,zk gk cet4 cet6 ky ielts,1,554,710,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
influence_n_1,influence,n.,the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops,the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops,影响,4.0,B1,general_ielts,daily_life_people_and_family,,/ˈɪnfluəns/,influence_us.mp3,zk gk cet4 cet6 ky ielts,4,1061,1392,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
protect_v_1,protect,v.,"to make sure that somebody/something is not harmed, injured, damaged, etc.","to make sure that somebody/something is not harmed, injured, damaged, etc.",保护,4.0,A2,foundation,daily_life_people_and_family,,/prəˈtekt/,protect_us.mp3,zk gk cet4 cet6 ky,4,1151,749,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
close_adj_1,close,adj.,having a strong and friendly relationship,having a strong and friendly relationship,亲密的；关系密切的,4.0,A2,foundation,daily_life_people_and_family,,/kləʊs/,close_us.mp3,zk gk toefl,3,647,649,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
alone_adj_1,alone,adj.,without any other people,without any other people,独自的；单独的,4.0,A2,foundation,daily_life_people_and_family,,/əˈləʊn/,alone_us.mp3,zk gk cet4 ky toefl ielts,4,1297,1097,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
generation_n_1,generation,n.,all the people who were born at about the same time,all the people who were born at about the same time,一代人,4.0,B1,general_ielts,daily_life_people_and_family,,/ˌdʒenəˈreɪʃn/,generation_us.mp3,gk cet4 cet6 ky gre,4,1344,1026,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
disagree_v_1,disagree,v.,"if two people disagree or one person disagrees with another about something, they have a different opinion about it","if two people disagree or one person disagrees with another about something, they have a different opinion about it",不同意；有分歧,4.0,A2,foundation,daily_life_people_and_family,,/ˌdɪsəˈɡriː/,disagree_us.mp3,gk cet4 cet6,2,4677,2679,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
encourage_v_1,encourage,v.,"to give somebody support, courage or hope","to give somebody support, courage or hope",鼓励,4.0,B1,foundation,daily_life_people_and_family,,/ɪnˈkɜːrɪdʒ/,encourage_us.mp3,zk gk cet4 cet6 ky toefl,4,881,1184,OXFORD_REPO,ECDICT,private_study_only,T,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
behavior_n_1,behavior,n.,manner of acting or controlling yourself,manner of acting or controlling yourself,行为；举止,4.0,,general_ielts,daily_life_people_and_family,,bi'heivjә,,cet4 cet6 ky toefl ielts,,28403,658,ECDICT,ECDICT,mit_dataset,F,F,,approved,codex_content_review_v1,"Sense boundary, American usage, Chinese gloss, CEFR suitability, and curriculum role reviewed against ECDICT/Oxford source data."
