record_type,record_id,headword,previous_human_review,decision,final_definition_en,final_definition_zh,human_review,review_status
word_form,age_n_1_form_3,age,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,age_n_1_form_4,age,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,age_n_1_form_5,age,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,people_n_1_form_2,people,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,people_n_1_form_3,people,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,people_n_1_form_4,people,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,people_n_1_form_5,people,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,kid_n_1_form_2,kid,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,kid_n_1_form_3,kid,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,kid_n_1_form_4,kid,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,kid_n_1_form_5,kid,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,name_n_1_form_2,name,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,name_n_1_form_3,name,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,name_n_1_form_4,name,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,name_n_1_form_5,name,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,old_adj_1_form_3,old,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,partner_n_1_form_2,partner,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,partner_n_1_form_3,partner,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,partner_n_1_form_4,partner,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,partner_n_1_form_5,partner,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,twin_n_1_form_2,twin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,twin_n_1_form_3,twin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,twin_n_1_form_4,twin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,twin_n_1_form_5,twin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,neighbor_n_1_form_2,neighbor,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,neighbor_n_1_form_3,neighbor,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,neighbor_n_1_form_4,neighbor,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,neighbor_n_1_form_5,neighbor,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,short_adj_1_form_3,short,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,short_adj_1_form_4,short,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,short_adj_1_form_5,short,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,short_adj_1_form_6,short,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,birth_n_1_form_2,birth,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,birth_n_1_form_3,birth,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,birth_n_1_form_4,birth,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,birth_n_1_form_5,birth,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,heavy_adj_1_form_3,heavy,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,face_n_1_form_1,face,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,face_n_1_form_3,face,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,face_n_1_form_4,face,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,face_n_1_form_5,face,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,eye_n_1_form_2,eye,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,eye_n_1_form_3,eye,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,eye_n_1_form_4,eye,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,eye_n_1_form_5,eye,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,born_v_1_form_1,born,T,rejected_invalid_exchange_metadata,,,F,rejected
word_form,born_v_1_form_2,born,T,rejected_invalid_exchange_metadata,,,F,rejected
word_form,born_v_1_form_3,born,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,born_v_1_form_4,born,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,born_v_1_form_5,born,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,thin_adj_1_form_2,thin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,thin_adj_1_form_4,thin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,thin_adj_1_form_5,thin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,thin_adj_1_form_6,thin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,hand_n_1_form_2,hand,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,hand_n_1_form_3,hand,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,hand_n_1_form_4,hand,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,hand_n_1_form_5,hand,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,foot_n_1_form_2,foot,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,foot_n_1_form_3,foot,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,foot_n_1_form_4,foot,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,foot_n_1_form_5,foot,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,head_n_1_form_2,head,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,head_n_1_form_3,head,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,head_n_1_form_4,head,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,head_n_1_form_5,head,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,body_n_1_form_2,body,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,body_n_1_form_3,body,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,body_n_1_form_4,body,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,body_n_1_form_5,body,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,arm_n_1_form_2,arm,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,arm_n_1_form_3,arm,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,arm_n_1_form_4,arm,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,arm_n_1_form_5,arm,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,nose_n_1_form_2,nose,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,nose_n_1_form_3,nose,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,nose_n_1_form_4,nose,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,nose_n_1_form_5,nose,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mouth_n_1_form_2,mouth,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mouth_n_1_form_3,mouth,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mouth_n_1_form_4,mouth,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mouth_n_1_form_5,mouth,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,skin_n_1_form_2,skin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,skin_n_1_form_3,skin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,skin_n_1_form_4,skin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,skin_n_1_form_5,skin,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,single_adj_1_form_1,single,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,single_adj_1_form_2,single,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,single_adj_1_form_3,single,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,single_adj_1_form_4,single,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,single_adj_1_form_5,single,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,look_n_1_form_1,look,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,look_n_1_form_2,look,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,look_n_1_form_3,look,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,look_n_1_form_4,look,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,laugh_v_1_form_5,laugh,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,voice_n_1_form_2,voice,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,voice_n_1_form_3,voice,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,voice_n_1_form_4,voice,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,voice_n_1_form_5,voice,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,smile_v_1_form_3,smile,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,male_adj_1_form_1,male,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,female_adj_1_form_1,female,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,beard_n_1_form_2,beard,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,beard_n_1_form_3,beard,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,beard_n_1_form_4,beard,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,beard_n_1_form_5,beard,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,slim_adj_1_form_2,slim,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,slim_adj_1_form_3,slim,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,slim_adj_1_form_4,slim,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,slim_adj_1_form_5,slim,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,care_v_1_form_5,care,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,support_v_1_form_5,support,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,love_v_1_form_5,love,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,help_v_1_form_5,help,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,live_v_1_form_5,live,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,share_v_1_form_1,share,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,visit_v_1_form_2,visit,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,kind_adj_1_form_1,kind,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,respect_v_1_form_1,respect,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,culture_n_1_form_2,culture,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,culture_n_1_form_3,culture,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,friendly_adj_1_form_2,friendly,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,quiet_adj_1_form_3,quiet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,quiet_adj_1_form_4,quiet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,quiet_adj_1_form_5,quiet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,quiet_adj_1_form_6,quiet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,trust_n_1_form_2,trust,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,trust_n_1_form_3,trust,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,trust_n_1_form_4,trust,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,trust_n_1_form_5,trust,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,active_adj_1_form_1,active,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,independent_adj_1_form_1,independent,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,value_n_1_form_2,value,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,value_n_1_form_3,value,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,value_n_1_form_4,value,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,value_n_1_form_5,value,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,influence_n_1_form_1,influence,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,influence_n_1_form_3,influence,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,influence_n_1_form_4,influence,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,influence_n_1_form_5,influence,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,close_adj_1_form_1,close,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,close_adj_1_form_3,close,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,close_adj_1_form_4,close,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,close_adj_1_form_6,close,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,house_n_1_form_2,house,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,house_n_1_form_3,house,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,house_n_1_form_4,house,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,house_n_1_form_5,house,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,building_n_1_form_1,building,T,rejected_invalid_exchange_metadata,,,F,rejected
word_form,building_n_1_form_2,building,T,rejected_invalid_exchange_metadata,,,F,rejected
word_form,building_n_1_form_4,building,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,room_n_1_form_2,room,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,room_n_1_form_3,room,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,room_n_1_form_4,room,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,room_n_1_form_5,room,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,home_n_1_form_2,home,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,home_n_1_form_3,home,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,home_n_1_form_4,home,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,home_n_1_form_5,home,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,wall_n_1_form_2,wall,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,wall_n_1_form_3,wall,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,wall_n_1_form_4,wall,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,wall_n_1_form_5,wall,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,floor_n_1_form_2,floor,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,floor_n_1_form_3,floor,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,floor_n_1_form_4,floor,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,floor_n_1_form_5,floor,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,garden_n_1_form_2,garden,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,garden_n_1_form_3,garden,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,garden_n_1_form_4,garden,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,garden_n_1_form_5,garden,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,table_n_1_form_2,table,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,table_n_1_form_3,table,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,table_n_1_form_4,table,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,table_n_1_form_5,table,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,chair_n_1_form_2,chair,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,chair_n_1_form_3,chair,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,chair_n_1_form_4,chair,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,chair_n_1_form_5,chair,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,hall_n_1_form_2,hall,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,roof_n_1_form_2,roof,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,roof_n_1_form_3,roof,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,roof_n_1_form_4,roof,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,roof_n_1_form_5,roof,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bed_n_1_form_2,bed,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bed_n_1_form_3,bed,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bed_n_1_form_4,bed,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bed_n_1_form_5,bed,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,light_n_1_form_2,light,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,light_n_1_form_3,light,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,light_n_1_form_4,light,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,light_n_1_form_5,light,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,light_n_1_form_6,light,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,light_n_1_form_7,light,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,entrance_n_1_form_2,entrance,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,entrance_n_1_form_3,entrance,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,entrance_n_1_form_4,entrance,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,entrance_n_1_form_5,entrance,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,garage_n_1_form_2,garage,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,garage_n_1_form_3,garage,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,garage_n_1_form_4,garage,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,garage_n_1_form_5,garage,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,key_n_1_form_2,key,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,key_n_1_form_3,key,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,key_n_1_form_4,key,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,key_n_1_form_5,key,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mirror_n_1_form_2,mirror,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mirror_n_1_form_3,mirror,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mirror_n_1_form_4,mirror,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,mirror_n_1_form_5,mirror,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,carpet_n_1_form_2,carpet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,carpet_n_1_form_3,carpet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,carpet_n_1_form_4,carpet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,carpet_n_1_form_5,carpet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,lock_n_1_form_1,lock,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,lock_n_1_form_3,lock,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,lock_n_1_form_4,lock,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,lock_n_1_form_5,lock,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,stairs_n_1_form_2,stairs,T,rejected_invalid_exchange_metadata,,,F,rejected
word_form,stairs_n_1_form_3,stairs,T,rejected_invalid_exchange_metadata,,,F,rejected
word_form,shower_n_1_form_2,shower,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,shower_n_1_form_3,shower,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,shower_n_1_form_4,shower,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,shower_n_1_form_5,shower,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,curtain_n_1_form_2,curtain,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,curtain_n_1_form_3,curtain,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,curtain_n_1_form_4,curtain,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,curtain_n_1_form_5,curtain,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,balcony_n_1_form_2,balcony,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,closet_n_1_form_2,closet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,closet_n_1_form_3,closet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,closet_n_1_form_4,closet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,closet_n_1_form_5,closet,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,couch_n_1_form_1,couch,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,couch_n_1_form_3,couch,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,couch_n_1_form_4,couch,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,couch_n_1_form_5,couch,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,blanket_n_1_form_2,blanket,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,blanket_n_1_form_3,blanket,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,blanket_n_1_form_4,blanket,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,blanket_n_1_form_5,blanket,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,pillow_n_1_form_2,pillow,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,pillow_n_1_form_3,pillow,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,pillow_n_1_form_4,pillow,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,pillow_n_1_form_5,pillow,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,cup_n_1_form_2,cup,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,cup_n_1_form_3,cup,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,cup_n_1_form_4,cup,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,cup_n_1_form_5,cup,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,glass_n_1_form_2,glass,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,glass_n_1_form_3,glass,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,glass_n_1_form_4,glass,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,glass_n_1_form_5,glass,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,object_n_1_form_2,object,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,object_n_1_form_3,object,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,object_n_1_form_4,object,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,object_n_1_form_5,object,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,box_n_1_form_2,box,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,box_n_1_form_3,box,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,box_n_1_form_4,box,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,box_n_1_form_5,box,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bag_n_1_form_2,bag,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bag_n_1_form_3,bag,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bag_n_1_form_4,bag,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bag_n_1_form_5,bag,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bottle_n_1_form_2,bottle,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bottle_n_1_form_3,bottle,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bottle_n_1_form_4,bottle,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bottle_n_1_form_5,bottle,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,knife_n_1_form_2,knife,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,knife_n_1_form_3,knife,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,knife_n_1_form_4,knife,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,knife_n_1_form_5,knife,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,dish_n_1_form_2,dish,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,dish_n_1_form_3,dish,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,dish_n_1_form_4,dish,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,dish_n_1_form_5,dish,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,plate_n_1_form_2,plate,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,plate_n_1_form_3,plate,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,plate_n_1_form_4,plate,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,plate_n_1_form_5,plate,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,phone_n_1_form_1,phone,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,phone_n_1_form_3,phone,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,phone_n_1_form_4,phone,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,phone_n_1_form_5,phone,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bowl_n_1_form_2,bowl,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bowl_n_1_form_3,bowl,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bowl_n_1_form_4,bowl,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,bowl_n_1_form_5,bowl,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,clock_n_1_form_2,clock,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,clock_n_1_form_3,clock,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,clock_n_1_form_4,clock,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,clock_n_1_form_5,clock,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,towel_n_1_form_2,towel,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,towel_n_1_form_3,towel,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,towel_n_1_form_4,towel,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
word_form,towel_n_1_form_5,towel,F,rejected_wrong_pos_for_selected_sense,,,F,rejected
