sense_id,headword,pos,selected_sense_en,definition_en,definition_zh,curriculum_band,cefr_level,vocabulary_role,primary_topic_id,secondary_topics,pronunciation_ipa_us,american_audio_file,ecdict_tags,ecdict_collins,ecdict_bnc_rank,ecdict_frq_rank,source_definition,source_translation,copyright_status,license_review,human_review,review_reason
smile_v_1,smile,v.,to make a smile appear on your face,to make a smile appear on your face,"微笑, 觉得好笑",4.0,A2,foundation,daily_life_people_and_family,,/smaɪl/,smile_us.mp3,zk gk,4,892,1068,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
appearance_n_1,appearance,n.,the way that somebody/something looks on the outside; what somebody/something seems to be,the way that somebody/something looks on the outside; what somebody/something seems to be,"出现, 露面, 外观, 外表, 出版",4.0,A2,foundation,daily_life_people_and_family,,/əˈpɪrəns/,appearance_us.mp3,gk cet4 ky ielts,4,1435,1684,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
dead_adj_1,dead,adj.,no longer alive,no longer alive,"死的, 不活泼的, 麻木的, 熄灭的",4.0,A2,foundation,daily_life_people_and_family,,/ded/,dead_us.mp3,zk gk toefl,4,877,726,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
male_adj_1,male,adj.,being a man or boy,being a man or boy,"男性的, 雄性的, 有力的",4.0,A2,foundation,daily_life_people_and_family,,/meɪl/,male_us.mp3,gk cet4 ky ielts,4,1126,1530,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
female_adj_1,female,adj.,being a woman or a girl,being a woman or a girl,"女性的, 女子的",4.0,A2,foundation,daily_life_people_and_family,,/ˈfiːmeɪl/,female_us.mp3,gk cet4 cet6 ky ielts,4,1563,1396,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
cute_adj_1,cute,adj.,pretty and attractive,pretty and attractive,"可爱的, 聪明的, 伶俐的",4.0,A2,foundation,daily_life_people_and_family,,/kjuːt/,cute_us.mp3,ielts,1,11929,4345,OXFORD_REPO,ECDICT,private_study_only,T,T,Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
alive_adj_1,alive,adj.,living; not dead,living; not dead,"活着的, 活泼的, 敏感的, 热闹的",4.0,A2,foundation,daily_life_people_and_family,,/əˈlaɪv/,alive_us.mp3,zk gk cet4 cet6 ky,3,2080,1532,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
handsome_adj_1,handsome,adj.,pleasing in appearance especially by reason of conformity to ideals of form and proportion,pleasing in appearance especially by reason of conformity to ideals of form and proportion,"英俊的, 大方的, 慷慨的, 相当可观的, 美观的, 灵敏的",4.0,,foundation,daily_life_people_and_family,,'hænsәm,,zk gk cet4 cet6 ky ielts,2,4033,3838,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
elderly_adj_1,elderly,adj.,used as a polite word for ‘old’,used as a polite word for ‘old’,"过了中年的, 稍老的",4.0,B1,general_ielts,daily_life_people_and_family,,/ˈeldərli/,elderly_us.mp3,cet4 ky ielts,3,1837,2907,OXFORD_REPO,ECDICT,private_study_only,T,T,Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
pregnant_adj_1,pregnant,adj.,having a baby or young animal developing inside her/its body,having a baby or young animal developing inside her/its body,"怀孕的, 充满的, 思想丰富的, 成果丰硕的",4.0,B1,foundation,daily_life_people_and_family,,/ˈpreɡnənt/,pregnant_us.mp3,gk cet6 ky toefl ielts gre,3,3276,2629,OXFORD_REPO,ECDICT,private_study_only,T,T,Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
beard_n_1,beard,n.,the hair growing on the lower part of a man's face,the hair growing on the lower part of a man's face,胡须,4.0,A2,foundation,daily_life_people_and_family,,biәd,,gk cet4 ky toefl ielts,2,5605,4690,ECDICT,ECDICT,mit_dataset,F,T,Curriculum CEFR estimate overrides unreliable/missing source level. | Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates.
slim_adj_1,slim,adj.,thin in an attractive or healthy-looking way,thin in an attractive or healthy-looking way,苗条的,4.0,A2,foundation,daily_life_people_and_family,,slim,,gk cet6 ky toefl ielts,3,4710,5312,CURATED_FROM_SOURCES,ECDICT,mit_dataset,F,T,AI-assisted adjective sense from ECDICT coverage; verify manually. | Curriculum CEFR estimate overrides unreliable/missing source level. | Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates.
care_v_1,care,v.,to feel that something is important and worth worrying about,to feel that something is important and worth worrying about,"关心, 介意",4.0,A2,foundation,daily_life_people_and_family,,/ker/,care_us.mp3,zk gk ielts,5,505,434,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
support_v_1,support,v.,"to help someone emotionally, practically, or financially","to help someone emotionally, practically, or financially",支持；帮助；供养,4.0,A2,foundation,daily_life_people_and_family,,/səˈpɔːrt/,support_us.mp3,gk cet4 cet6 ky ielts,5,481,524,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,Human-selected family-help sense. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
love_v_1,love,v.,to have very strong feelings of liking and caring for somebody,to have very strong feelings of liking and caring for somebody,"爱, 爱好, 爱慕",4.0,A1,foundation,daily_life_people_and_family,,/lʌv/,love_us.mp3,zk gk,5,670,390,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
help_v_1,help,v.,to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need,to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need,"帮助, 帮忙, 接济, 治疗, 款待",4.0,A1,foundation,daily_life_people_and_family,,/help/,help_us.mp3,zk gk,5,204,167,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
live_v_1,live,v.,to have your home in a particular place,to have your home in a particular place,"活, 生存, 居住",4.0,A1,foundation,daily_life_people_and_family,,/lɪv/,live_us.mp3,zk gk ielts,3,267,210,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
share_v_1,share,v.,"to have, use or experience something at the same time as somebody else","to have, use or experience something at the same time as somebody else","均分, 分担, 分享, 分配, 共有",4.0,A1,foundation,daily_life_people_and_family,,/ʃer/,share_us.mp3,zk gk cet4 cet6 ky,5,620,711,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
visit_v_1,visit,v.,to go to see a person or a place for a period of time,to go to see a person or a place for a period of time,"拜访, 访问, 参观, 视察, 降临",4.0,A1,foundation,daily_life_people_and_family,,/ˈvɪzɪt/,visit_us.mp3,zk gk,5,867,905,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
meet_v_1,meet,v.,to be in the same place as somebody by chance and talk to them,to be in the same place as somebody by chance and talk to them,"遇见, 引见, 认识, 满足, 对付",4.0,A1,foundation,daily_life_people_and_family,,/miːt/,meet_us.mp3,zk gk gre,5,259,288,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
relationship_n_1,relationship,n.,"the way in which two people, groups or countries behave towards each other or deal with each other","the way in which two people, groups or countries behave towards each other or deal with each other","关系, 关联",4.0,A2,foundation,daily_life_people_and_family,,/rɪˈleɪʃnʃɪp/,relationship_us.mp3,gk cet4 cet6 ky ielts,4,532,486,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
remember_v_1,remember,v.,"to have or keep an image in your memory of an event, a person, a place, etc. from the past","to have or keep an image in your memory of an event, a person, a place, etc. from the past","记得, 回忆起, 记住, 铭记, 纪念",4.0,A1,foundation,daily_life_people_and_family,,/rɪˈmembər/,remember_us.mp3,zk gk,5,346,379,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
know_v_1,know,v.,to have information in your mind as a result of experience or because you have learned or been told it,to have information in your mind as a result of experience or because you have learned or been told it,"知道, 了解, 认识, 确信",4.0,A1,foundation,daily_life_people_and_family,,/nəʊ/,know_us.mp3,zk gk,3,49,47,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
nice_adj_1,nice,adj.,pleasant or attractive,pleasant or attractive,"美好的, 和蔼的, 正派的, 做得好的, 精密的, 细微的, 挑剔的, 谨慎的",4.0,A1,foundation,daily_life_people_and_family,,/naɪs/,nice_us.mp3,zk gk gre,4,750,897,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
kind_adj_1,kind,adj.,"caring about others; gentle, friendly and generous","caring about others; gentle, friendly and generous","亲切的, 仁慈的, 和蔼的",4.0,B1,foundation,daily_life_people_and_family,,/kaɪnd/,kind_us.mp3,zk gk,2,337,250,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
respect_v_1,respect,v.,to have a very good opinion of somebody/something; to admire somebody/something,to have a very good opinion of somebody/something; to admire somebody/something,"尊敬, 注意, 遵守",4.0,B1,foundation,daily_life_people_and_family,,/rɪˈspekt/,respect_us.mp3,gk cet4 cet6 ky toefl,4,1476,1554,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
culture_n_1,culture,n.,"the customs and beliefs, art, way of life and social organization of a particular country or group","the customs and beliefs, art, way of life and social organization of a particular country or group","文化, 修养, 耕种",4.0,A1,general_ielts,daily_life_people_and_family,,/ˈkʌltʃər/,culture_us.mp3,zk gk cet4 cet6 ky toefl ielts,4,983,611,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
friendly_adj_1,friendly,adj.,behaving in a kind and pleasant way because you like somebody or want to help them,behaving in a kind and pleasant way because you like somebody or want to help them,"友好的, 亲切的, 互助的",4.0,A1,foundation,daily_life_people_and_family,,/ˈfrendli/,friendly_us.mp3,zk gk,3,2241,2760,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
community_n_1,community,n.,"all the people who live in a particular area, country, etc. when talked about as a group","all the people who live in a particular area, country, etc. when talked about as a group","社区, 公众, 共有, 共同体",4.0,A2,general_ielts,daily_life_people_and_family,,/kəˈmjuːnəti/,community_us.mp3,cet4 cet6 ky toefl ielts,5,335,296,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
quiet_adj_1,quiet,adj.,making very little noise,making very little noise,"安静的, 静止的, 寂静的, 朴素的, 从容的, 暗中的",4.0,A1,foundation,daily_life_people_and_family,,/ˈkwaɪət/,quiet_us.mp3,zk gk,4,1437,1435,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
role_n_1,role,n.,the function or position someone has in a family or group,the function or position someone has in a family or group,角色；职责,4.0,A2,foundation,daily_life_people_and_family,,/rəʊl/,role_us.mp3,zk gk cet4 cet6 ky toefl ielts,5,468,451,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,Human-selected social-function sense rather than theater. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
trust_n_1,trust,n.,"the belief that somebody/something is good, sincere, honest, etc. and will not try to harm or trick you","the belief that somebody/something is good, sincere, honest, etc. and will not try to harm or trick you","信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯",4.0,B2,foundation,daily_life_people_and_family,,/trʌst/,trust_us.mp3,zk gk cet4 cet6 ky,4,1160,1841,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation. | High CEFR for an introductory level.
responsibility_n_1,responsibility,n.,"duty to deal with or take care of somebody/something, so that you may be blamed if something goes wrong","duty to deal with or take care of somebody/something, so that you may be blamed if something goes wrong","责任, 职责, 负担, 可靠性",4.0,B1,general_ielts,daily_life_people_and_family,,/rɪˌspɑːnsəˈbɪləti/,responsibility_us.mp3,gk cet4 cet6 ky toefl ielts,4,830,1067,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
active_adj_1,active,adj.,"always busy doing things, especially physical activities","always busy doing things, especially physical activities","活跃的, 起作用的, 积极的, 有效的, 主动的, 活性的, 现行的, 现役的",4.0,A2,foundation,daily_life_people_and_family,,/ˈæktɪv/,active_us.mp3,zk gk cet4 ky toefl,4,1316,1444,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
independent_adj_1,independent,adj.,having its own government,having its own government,"独立的, 有主见的, 不须依赖的, 不受约束的",4.0,A2,foundation,daily_life_people_and_family,,/ˌɪndɪˈpendənt/,independent_us.mp3,gk cet4 cet6 ky toefl,5,1013,1265,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
honest_adj_1,honest,adj.,"always telling the truth, and never stealing or cheating","always telling the truth, and never stealing or cheating","诚实的, 坦直的, 可靠的",4.0,B1,foundation,daily_life_people_and_family,,/ˈɑːnɪst/,honest_us.mp3,zk gk cet4 ky,3,2681,2530,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
raise_v_1,raise,v.,to care for a child until the child becomes an adult,to care for a child until the child becomes an adult,抚养；养育,4.0,A2,foundation,daily_life_people_and_family,,/reɪz/,raise_us.mp3,zk gk toefl,5,510,433,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,AI-assisted sense drafted from ECDICT Chinese coverage; verify manually. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
value_n_1,value,n.,a belief about what is important or morally right,a belief about what is important or morally right,价值观；准则,4.0,B1,foundation,daily_life_people_and_family,,/ˈvæljuː/,value_us.mp3,zk gk cet4 cet6 ky ielts,5,367,499,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,AI-assisted moral-values sense; verify manually. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
different_adj_1,different,adj.,not the same as somebody/something; not like somebody/something else,not the same as somebody/something; not like somebody/something else,不同的,4.0,A1,foundation,daily_life_people_and_family,,/ˈdɪfrənt/,different_us.mp3,zk gk ielts,5,177,237,OXFORD_REPO,ECDICT,private_study_only,T,F,
argument_n_1,argument,n.,"conversation or discussion in which two or more people disagree, often angrily","conversation or discussion in which two or more people disagree, often angrily","争论, 论证, 论据, 自变量",4.0,A2,foundation,daily_life_people_and_family,,/ˈɑːrɡjumənt/,argument_us.mp3,gk cet4 ky ielts,4,832,1185,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
agree_v_1,agree,v.,to have the same opinion as somebody; to say that you have the same opinion,to have the same opinion as somebody; to say that you have the same opinion,"同意, 赞成, 应允, 适合",4.0,A1,foundation,daily_life_people_and_family,,/əˈɡriː/,agree_us.mp3,zk gk,5,401,514,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
similar_adj_1,similar,adj.,like somebody/something but not exactly the same,like somebody/something but not exactly the same,"相似的, 类似的",4.0,A1,foundation,daily_life_people_and_family,,/ˈsɪmələr/,similar_us.mp3,zk gk ielts,4,543,720,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
polite_adj_1,polite,adj.,having or showing good manners and respect for the feelings of others,having or showing good manners and respect for the feelings of others,"有礼貌的, 文雅的, 客气的, 有教养的",4.0,A2,foundation,daily_life_people_and_family,,/pəˈlaɪt/,polite_us.mp3,zk gk,2,4976,5492,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
attitude_n_1,attitude,n.,the way that you think and feel about somebody/something; the way that you behave towards somebody/something that shows how you think and feel,the way that you think and feel about somebody/something; the way that you behave towards somebody/something that shows how you think and feel,"态度, 看法, 姿势",4.0,B1,general_ielts,daily_life_people_and_family,,/ˈætɪtuːd/,attitude_us.mp3,gk cet4 ky,4,920,1155,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
responsible_adj_1,responsible,adj.,"having the job or duty of doing something or taking care of somebody/something, so that you may be blamed if something goes wrong","having the job or duty of doing something or taking care of somebody/something, so that you may be blamed if something goes wrong","有责任的, 负责的, 责任重大的",4.0,B1,foundation,daily_life_people_and_family,,/rɪˈspɑːnsəbl/,responsible_us.mp3,cet4 cet6 ky toefl,4,1054,1365,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
tradition_n_1,tradition,n.,"belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs","belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs","传说, 传统, 交付",4.0,A2,foundation,daily_life_people_and_family,,/trəˈdɪʃn/,tradition_us.mp3,gk cet4 cet6 ky,3,1417,1243,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
together_adv_1,together,adv.,with or near to somebody/something else; with each other,with or near to somebody/something else; with each other,"一起, 共同, 彼此",4.0,A1,foundation,daily_life_people_and_family,,/təˈɡeðər/,together_us.mp3,zk gk,5,288,324,OXFORD_REPO,ECDICT,private_study_only,T,T,Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
common_adj_1,common,adj.,happening often; existing in large numbers or in many places,happening often; existing in large numbers or in many places,"通常的, 共同的, 通俗的, 公共的",4.0,A1,foundation,daily_life_people_and_family,,/ˈkɑːmən/,common_us.mp3,zk gk cet4 cet6 ky ielts,1,554,710,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
influence_n_1,influence,n.,the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops,the effect that somebody/something has on the way a person thinks or behaves or on the way that something works or develops,"影响力, 权力, 势力",4.0,B1,general_ielts,daily_life_people_and_family,,/ˈɪnfluəns/,influence_us.mp3,zk gk cet4 cet6 ky ielts,4,1061,1392,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
protect_v_1,protect,v.,"to make sure that somebody/something is not harmed, injured, damaged, etc.","to make sure that somebody/something is not harmed, injured, damaged, etc.","防卫, 保护, 警戒",4.0,A2,foundation,daily_life_people_and_family,,/prəˈtekt/,protect_us.mp3,zk gk cet4 cet6 ky,4,1151,749,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
close_adj_1,close,adj.,near in space or time,near in space or time,"靠近的, 亲近的, 亲密的, 严密的, 关闭的, 狭窄的, 秘密的",4.0,A2,foundation,daily_life_people_and_family,,/kləʊs/,close_us.mp3,zk gk toefl,3,647,649,OXFORD_REPO,ECDICT,private_study_only,T,T,Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
alone_adj_1,alone,adj.,without any other people,without any other people,"孤独的, 单独的, 独自的",4.0,A2,foundation,daily_life_people_and_family,,/əˈləʊn/,alone_us.mp3,zk gk cet4 ky toefl ielts,4,1297,1097,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
generation_n_1,generation,n.,all the people who were born at about the same time,all the people who were born at about the same time,"一代, 一世, 产生",4.0,B1,general_ielts,daily_life_people_and_family,,/ˌdʒenəˈreɪʃn/,generation_us.mp3,gk cet4 cet6 ky gre,4,1344,1026,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
disagree_v_1,disagree,v.,"if two people disagree or one person disagrees with another about something, they have a different opinion about it","if two people disagree or one person disagrees with another about something, they have a different opinion about it","不一致, 不适宜",4.0,A2,foundation,daily_life_people_and_family,,/ˌdɪsəˈɡriː/,disagree_us.mp3,gk cet4 cet6,2,4677,2679,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
encourage_v_1,encourage,v.,"to give somebody support, courage or hope","to give somebody support, courage or hope","鼓励, 支持, 激励",4.0,B1,foundation,daily_life_people_and_family,,/ɪnˈkɜːrɪdʒ/,encourage_us.mp3,zk gk cet4 cet6 ky toefl,4,881,1184,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
behavior_n_1,behavior,n.,manner of acting or controlling yourself,manner of acting or controlling yourself,"行为, 举止",4.0,,general_ielts,daily_life_people_and_family,,bi'heivjә,,cet4 cet6 ky toefl ielts,,28403,658,ECDICT,ECDICT,mit_dataset,F,T,Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
communicate_v_1,communicate,v.,"to share or exchange information, news, ideas, feelings, etc.","to share or exchange information, news, ideas, feelings, etc.","显露, 传达, 感染",4.0,A2,foundation,daily_life_people_and_family,,/kəˈmjuːnɪkeɪt/,communicate_us.mp3,zk gk cet4 cet6 ky toefl gre,3,3006,2672,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
house_n_1,house,n.,"building for people to live in, usually for one family","building for people to live in, usually for one family","房子, 住宅, 机构, 议院, 家族, 家庭",4.0,A1,foundation,daily_life_home_and_objects,,/haʊs/,house_us.mp3,zk gk toefl ielts,5,148,257,OXFORD_REPO,ECDICT,private_study_only,T,T,Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
building_n_1,building,n.,structure such as a house or school that has a roof and walls,structure such as a house or school that has a roof and walls,"建筑物, 建筑",4.0,A1,foundation,daily_life_home_and_objects,,/ˈbɪldɪŋ/,building_us.mp3,zk gk ielts,5,420,501,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
room_n_1,room,n.,"part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose","part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose","房间, 空位, 场所",4.0,A1,foundation,daily_life_home_and_objects,,/ruːm/,room_us.mp3,zk gk ielts,5,240,227,OXFORD_REPO,ECDICT,private_study_only,T,T,Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
home_n_1,home,n.,the house or apartment where a person lives,the house or apartment where a person lives,家；住所,4.0,A1,foundation,daily_life_home_and_objects,,/həʊm/,home_us.mp3,zk gk,1,222,224,CURATED_FROM_SOURCES,ECDICT,private_study_only,T,T,Human-selected home/place-of-residence sense. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
wall_n_1,wall,n.,"long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land","long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land","墙, 墙壁, 垣, 内壁, 分界物, 屏障",4.0,A1,foundation,daily_life_home_and_objects,,/wɔːl/,wall_us.mp3,zk gk ielts,5,577,571,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
bedroom_n_1,bedroom,n.,room for sleeping in,room for sleeping in,卧室,4.0,A1,foundation,daily_life_home_and_objects,,/ˈbedruːm/,bedroom_us.mp3,zk gk ielts,3,1570,1869,OXFORD_REPO,ECDICT,private_study_only,T,F,
apartment_n_1,apartment,n.,"set of rooms for living in, usually on one floor of a building","set of rooms for living in, usually on one floor of a building","房间, 公寓",4.0,A1,foundation,daily_life_home_and_objects,,/əˈpɑːrtmənt/,apartment_us.mp3,gk cet4 ky ielts,3,3711,1273,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
bathroom_n_1,bathroom,n.,"room in which there is a bath, a washbasin and often a toilet","room in which there is a bath, a washbasin and often a toilet","浴室, 厕所",4.0,A1,foundation,daily_life_home_and_objects,,/ˈbæθruːm/,bathroom_us.mp3,zk gk cet4 ky ielts,3,2821,2404,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
kitchen_n_1,kitchen,n.,room in which meals are cooked or prepared,room in which meals are cooked or prepared,"厨房, 全套炊具",4.0,A1,foundation,daily_life_home_and_objects,,/ˈkɪtʃɪn/,kitchen_us.mp3,zk gk toefl ielts,4,1124,1051,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
window_n_1,window,n.,"an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come in and people to see out; the glass in a window","an opening in the wall or roof of a building, car, etc., usually covered with glass, that allows light and air to come in and people to see out; the glass in a window","窗户, 窗子, 窗口",4.0,A1,foundation,daily_life_home_and_objects,,/ˈwɪndəʊ/,window_us.mp3,zk gk ielts,4,517,607,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
floor_n_1,floor,n.,the surface of a room that you walk on,the surface of a room that you walk on,"地板, 楼层, 底部, 底价",4.0,A1,foundation,daily_life_home_and_objects,,/flɔːr/,floor_us.mp3,zk gk,4,791,639,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
door_n_1,door,n.,"piece of wood, glass, etc. that is opened and closed so that people can get in and out of a room, building, car, etc.; a similar thing in a cupboard","piece of wood, glass, etc. that is opened and closed so that people can get in and out of a room, building, car, etc.; a similar thing in a cupboard",门,4.0,A1,foundation,daily_life_home_and_objects,,/dɔːr/,door_us.mp3,zk gk,5,300,343,OXFORD_REPO,ECDICT,private_study_only,T,F,
garden_n_1,garden,n.,"piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (= an area of grass)","piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (= an area of grass)","花园, 果园, 菜园",4.0,A1,foundation,daily_life_home_and_objects,,/ˈɡɑːrdn/,garden_us.mp3,zk gk ielts,4,700,1043,OXFORD_REPO,ECDICT,private_study_only,T,T,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
table_n_1,table,n.,piece of furniture that consists of a flat top supported by legs,piece of furniture that consists of a flat top supported by legs,"桌子, 餐桌, 工作台, 铭文, 表格, 表, 高原, 平地层",4.0,A1,foundation,daily_life_home_and_objects,,/ˈteɪbl/,table_us.mp3,zk gk ielts gre,4,410,539,OXFORD_REPO,ECDICT,private_study_only,T,T,Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.
