review_id,record_type,record_id,headword,priority,review_reason,human_review,review_status
review_oven_n_1,word_sense,oven_n_1,oven,medium,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_move_v_1,word_sense,move_v_1,move,medium,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_own_v_1,word_sense,own_v_1,own,medium,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_repair_v_1,word_sense,repair_v_1,repair,medium,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_electricity_n_1,word_sense,electricity_n_1,electricity,medium,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_fix_v_1,word_sense,fix_v_1,fix,medium,Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_basket_n_1,word_sense,basket_n_1,basket,medium,Curriculum CEFR estimate overrides unreliable/missing source level. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_comfortable_adj_1,word_sense,comfortable_adj_1,comfortable,medium,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_safe_adj_1,word_sense,safe_adj_1,safe,medium,ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_rent_v_1,word_sense,rent_v_1,rent,high,AI-assisted verb sense; verify manually. | Polysemous word; confirm selected sense boundary. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_refrigerator_n_1,word_sense,refrigerator_n_1,refrigerator,high,Curriculum CEFR estimate overrides unreliable/missing source level. | Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
review_stove_n_1,word_sense,stove_n_1,stove,high,Curriculum CEFR estimate overrides unreliable/missing source level. | Oxford entry missing; definition/IPA use ECDICT fallback. | Multiple or mismatched POS/sense candidates. | ECDICT Chinese field contains multiple glosses; select only the target-sense translation.,T,pending
