option_id,question_id,option_text,target_sense_id,is_correct,sort_order,human_review
opt_q_2_eye_n_1_meaning_84da039d1e4c_4,q_2_eye_n_1_meaning_84da039d1e4c,eye,eye_n_1,T,4,F
opt_q_2_eye_n_1_context_34ac8fafa374_1,q_2_eye_n_1_context_34ac8fafa374,手臂,arm_n_1,F,1,F
opt_q_2_eye_n_1_context_34ac8fafa374_2,q_2_eye_n_1_context_34ac8fafa374,眼睛,eye_n_1,T,2,F
opt_q_2_eye_n_1_context_34ac8fafa374_3,q_2_eye_n_1_context_34ac8fafa374,手,hand_n_1,F,3,F
opt_q_2_eye_n_1_context_34ac8fafa374_4,q_2_eye_n_1_context_34ac8fafa374,外表；神情,look_n_1,F,4,F
opt_q_2_tall_adj_1_meaning_a2832bf55b32_1,q_2_tall_adj_1_meaning_a2832bf55b32,tall,tall_adj_1,T,1,F
opt_q_2_tall_adj_1_meaning_a2832bf55b32_2,q_2_tall_adj_1_meaning_a2832bf55b32,beautiful,beautiful_adj_1,F,2,F
opt_q_2_tall_adj_1_meaning_a2832bf55b32_3,q_2_tall_adj_1_meaning_a2832bf55b32,weak,weak_adj_1,F,3,F
opt_q_2_tall_adj_1_meaning_a2832bf55b32_4,q_2_tall_adj_1_meaning_a2832bf55b32,single,single_adj_1,F,4,F
opt_q_2_tall_adj_1_context_52dd24a25a02_1,q_2_tall_adj_1_context_52dd24a25a02,单身的,single_adj_1,F,1,F
opt_q_2_tall_adj_1_context_52dd24a25a02_2,q_2_tall_adj_1_context_52dd24a25a02,美丽的,beautiful_adj_1,F,2,F
opt_q_2_tall_adj_1_context_52dd24a25a02_3,q_2_tall_adj_1_context_52dd24a25a02,高的,tall_adj_1,T,3,F
opt_q_2_tall_adj_1_context_52dd24a25a02_4,q_2_tall_adj_1_context_52dd24a25a02,虚弱的,weak_adj_1,F,4,F
opt_q_2_born_v_1_meaning_3e3356ccd068_1,q_2_born_v_1_meaning_3e3356ccd068,dead,dead_adj_1,F,1,F
opt_q_2_born_v_1_meaning_3e3356ccd068_2,q_2_born_v_1_meaning_3e3356ccd068,single,single_adj_1,F,2,F
opt_q_2_born_v_1_meaning_3e3356ccd068_3,q_2_born_v_1_meaning_3e3356ccd068,healthy,healthy_adj_1,F,3,F
opt_q_2_born_v_1_meaning_3e3356ccd068_4,q_2_born_v_1_meaning_3e3356ccd068,born,born_v_1,T,4,F
opt_q_2_born_v_1_context_2b908fd53e41_1,q_2_born_v_1_context_2b908fd53e41,健康的,healthy_adj_1,F,1,F
opt_q_2_born_v_1_context_2b908fd53e41_2,q_2_born_v_1_context_2b908fd53e41,出生的；天生的,born_v_1,T,2,F
opt_q_2_born_v_1_context_2b908fd53e41_3,q_2_born_v_1_context_2b908fd53e41,死的；失去生命的,dead_adj_1,F,3,F
opt_q_2_born_v_1_context_2b908fd53e41_4,q_2_born_v_1_context_2b908fd53e41,单身的,single_adj_1,F,4,F
opt_q_2_hair_n_1_meaning_54bbeec2db99_1,q_2_hair_n_1_meaning_54bbeec2db99,skin,skin_n_1,F,1,F
opt_q_2_hair_n_1_meaning_54bbeec2db99_2,q_2_hair_n_1_meaning_54bbeec2db99,mouth,mouth_n_1,F,2,F
opt_q_2_hair_n_1_meaning_54bbeec2db99_3,q_2_hair_n_1_meaning_54bbeec2db99,hair,hair_n_1,T,3,F
opt_q_2_hair_n_1_meaning_54bbeec2db99_4,q_2_hair_n_1_meaning_54bbeec2db99,arm,arm_n_1,F,4,F
opt_q_2_hair_n_1_context_f5312706e67a_1,q_2_hair_n_1_context_f5312706e67a,手臂,arm_n_1,F,1,F
opt_q_2_hair_n_1_context_f5312706e67a_2,q_2_hair_n_1_context_f5312706e67a,头发,hair_n_1,T,2,F
opt_q_2_hair_n_1_context_f5312706e67a_3,q_2_hair_n_1_context_f5312706e67a,皮肤,skin_n_1,F,3,F
opt_q_2_hair_n_1_context_f5312706e67a_4,q_2_hair_n_1_context_f5312706e67a,嘴；口腔,mouth_n_1,F,4,F
opt_q_2_pretty_adj_1_meaning_8b7aa335ab25_1,q_2_pretty_adj_1_meaning_8b7aa335ab25,cute,cute_adj_1,F,1,F
opt_q_2_pretty_adj_1_meaning_8b7aa335ab25_2,q_2_pretty_adj_1_meaning_8b7aa335ab25,born,born_v_1,F,2,F
opt_q_2_pretty_adj_1_meaning_8b7aa335ab25_3,q_2_pretty_adj_1_meaning_8b7aa335ab25,pretty,pretty_adj_1,T,3,F
opt_q_2_pretty_adj_1_meaning_8b7aa335ab25_4,q_2_pretty_adj_1_meaning_8b7aa335ab25,tall,tall_adj_1,F,4,F
opt_q_2_pretty_adj_1_context_3ed531954104_1,q_2_pretty_adj_1_context_3ed531954104,可爱的,cute_adj_1,F,1,F
opt_q_2_pretty_adj_1_context_3ed531954104_2,q_2_pretty_adj_1_context_3ed531954104,高的,tall_adj_1,F,2,F
opt_q_2_pretty_adj_1_context_3ed531954104_3,q_2_pretty_adj_1_context_3ed531954104,出生的；天生的,born_v_1,F,3,F
opt_q_2_pretty_adj_1_context_3ed531954104_4,q_2_pretty_adj_1_context_3ed531954104,漂亮的,pretty_adj_1,T,4,F
opt_q_2_thin_adj_1_meaning_3ebecf984dcd_1,q_2_thin_adj_1_meaning_3ebecf984dcd,thin,thin_adj_1,T,1,F
opt_q_2_thin_adj_1_meaning_3ebecf984dcd_2,q_2_thin_adj_1_meaning_3ebecf984dcd,heavy,heavy_adj_1,F,2,F
opt_q_2_thin_adj_1_meaning_3ebecf984dcd_3,q_2_thin_adj_1_meaning_3ebecf984dcd,born,born_v_1,F,3,F
opt_q_2_thin_adj_1_meaning_3ebecf984dcd_4,q_2_thin_adj_1_meaning_3ebecf984dcd,elderly,elderly_adj_1,F,4,F
opt_q_2_thin_adj_1_context_6c1c46a54be5_1,q_2_thin_adj_1_context_6c1c46a54be5,年长的；上了年纪的,elderly_adj_1,F,1,F
opt_q_2_thin_adj_1_context_6c1c46a54be5_2,q_2_thin_adj_1_context_6c1c46a54be5,瘦的,thin_adj_1,T,2,F
opt_q_2_thin_adj_1_context_6c1c46a54be5_3,q_2_thin_adj_1_context_6c1c46a54be5,出生的；天生的,born_v_1,F,3,F
opt_q_2_thin_adj_1_context_6c1c46a54be5_4,q_2_thin_adj_1_context_6c1c46a54be5,重的,heavy_adj_1,F,4,F
opt_q_2_healthy_adj_1_meaning_1ae500af3b53_1,q_2_healthy_adj_1_meaning_1ae500af3b53,short,short_adj_1,F,1,F
opt_q_2_healthy_adj_1_meaning_1ae500af3b53_2,q_2_healthy_adj_1_meaning_1ae500af3b53,cute,cute_adj_1,F,2,F
opt_q_2_healthy_adj_1_meaning_1ae500af3b53_3,q_2_healthy_adj_1_meaning_1ae500af3b53,healthy,healthy_adj_1,T,3,F
opt_q_2_healthy_adj_1_meaning_1ae500af3b53_4,q_2_healthy_adj_1_meaning_1ae500af3b53,tall,tall_adj_1,F,4,F
opt_q_2_healthy_adj_1_context_288235defcac_1,q_2_healthy_adj_1_context_288235defcac,矮的；短的,short_adj_1,F,1,F
opt_q_2_healthy_adj_1_context_288235defcac_2,q_2_healthy_adj_1_context_288235defcac,可爱的,cute_adj_1,F,2,F
opt_q_2_healthy_adj_1_context_288235defcac_3,q_2_healthy_adj_1_context_288235defcac,高的,tall_adj_1,F,3,F
opt_q_2_healthy_adj_1_context_288235defcac_4,q_2_healthy_adj_1_context_288235defcac,健康的,healthy_adj_1,T,4,F
opt_q_2_weak_adj_1_meaning_49a0118f9e67_1,q_2_weak_adj_1_meaning_49a0118f9e67,weak,weak_adj_1,T,1,F
opt_q_2_weak_adj_1_meaning_49a0118f9e67_2,q_2_weak_adj_1_meaning_49a0118f9e67,beautiful,beautiful_adj_1,F,2,F
opt_q_2_weak_adj_1_meaning_49a0118f9e67_3,q_2_weak_adj_1_meaning_49a0118f9e67,healthy,healthy_adj_1,F,3,F
opt_q_2_weak_adj_1_meaning_49a0118f9e67_4,q_2_weak_adj_1_meaning_49a0118f9e67,pregnant,pregnant_adj_1,F,4,F
opt_q_2_weak_adj_1_context_958cead58551_1,q_2_weak_adj_1_context_958cead58551,虚弱的,weak_adj_1,T,1,F
opt_q_2_weak_adj_1_context_958cead58551_2,q_2_weak_adj_1_context_958cead58551,美丽的,beautiful_adj_1,F,2,F
opt_q_2_weak_adj_1_context_958cead58551_3,q_2_weak_adj_1_context_958cead58551,健康的,healthy_adj_1,F,3,F
opt_q_2_weak_adj_1_context_958cead58551_4,q_2_weak_adj_1_context_958cead58551,怀孕的,pregnant_adj_1,F,4,F
opt_q_2_hand_n_1_meaning_45acfca9827e_1,q_2_hand_n_1_meaning_45acfca9827e,hand,hand_n_1,T,1,F
opt_q_2_hand_n_1_meaning_45acfca9827e_2,q_2_hand_n_1_meaning_45acfca9827e,childhood,childhood_n_1,F,2,F
opt_q_2_hand_n_1_meaning_45acfca9827e_3,q_2_hand_n_1_meaning_45acfca9827e,youth,youth_n_1,F,3,F
opt_q_2_hand_n_1_meaning_45acfca9827e_4,q_2_hand_n_1_meaning_45acfca9827e,appearance,appearance_n_1,F,4,F
opt_q_2_hand_n_1_context_c9da5f4bc443_1,q_2_hand_n_1_context_c9da5f4bc443,外貌；外表,appearance_n_1,F,1,F
opt_q_2_hand_n_1_context_c9da5f4bc443_2,q_2_hand_n_1_context_c9da5f4bc443,手,hand_n_1,T,2,F
opt_q_2_hand_n_1_context_c9da5f4bc443_3,q_2_hand_n_1_context_c9da5f4bc443,童年,childhood_n_1,F,3,F
opt_q_2_hand_n_1_context_c9da5f4bc443_4,q_2_hand_n_1_context_c9da5f4bc443,青春时期；年轻时期,youth_n_1,F,4,F
opt_q_2_foot_n_1_meaning_9315aa4959f4_1,q_2_foot_n_1_meaning_9315aa4959f4,foot,foot_n_1,T,1,F
opt_q_2_foot_n_1_meaning_9315aa4959f4_2,q_2_foot_n_1_meaning_9315aa4959f4,ear,ear_n_1,F,2,F
opt_q_2_foot_n_1_meaning_9315aa4959f4_3,q_2_foot_n_1_meaning_9315aa4959f4,head,head_n_1,F,3,F
opt_q_2_foot_n_1_meaning_9315aa4959f4_4,q_2_foot_n_1_meaning_9315aa4959f4,body,body_n_1,F,4,F
opt_q_2_foot_n_1_context_7860cad56615_1,q_2_foot_n_1_context_7860cad56615,身体,body_n_1,F,1,F
opt_q_2_foot_n_1_context_7860cad56615_2,q_2_foot_n_1_context_7860cad56615,头；头部,head_n_1,F,2,F
opt_q_2_foot_n_1_context_7860cad56615_3,q_2_foot_n_1_context_7860cad56615,脚,foot_n_1,T,3,F
opt_q_2_foot_n_1_context_7860cad56615_4,q_2_foot_n_1_context_7860cad56615,耳朵,ear_n_1,F,4,F
opt_q_2_head_n_1_meaning_2dafe133c2f2_1,q_2_head_n_1_meaning_2dafe133c2f2,nose,nose_n_1,F,1,F
opt_q_2_head_n_1_meaning_2dafe133c2f2_2,q_2_head_n_1_meaning_2dafe133c2f2,head,head_n_1,T,2,F
opt_q_2_head_n_1_meaning_2dafe133c2f2_3,q_2_head_n_1_meaning_2dafe133c2f2,tooth,tooth_n_1,F,3,F
opt_q_2_head_n_1_meaning_2dafe133c2f2_4,q_2_head_n_1_meaning_2dafe133c2f2,hair,hair_n_1,F,4,F
opt_q_2_head_n_1_context_3364a0058cdd_1,q_2_head_n_1_context_3364a0058cdd,鼻子,nose_n_1,F,1,F
opt_q_2_head_n_1_context_3364a0058cdd_2,q_2_head_n_1_context_3364a0058cdd,头发,hair_n_1,F,2,F
opt_q_2_head_n_1_context_3364a0058cdd_3,q_2_head_n_1_context_3364a0058cdd,牙齿,tooth_n_1,F,3,F
opt_q_2_head_n_1_context_3364a0058cdd_4,q_2_head_n_1_context_3364a0058cdd,头；头部,head_n_1,T,4,F
opt_q_2_body_n_1_meaning_35becbeb4d09_1,q_2_body_n_1_meaning_35becbeb4d09,voice,voice_n_1,F,1,F
opt_q_2_body_n_1_meaning_35becbeb4d09_2,q_2_body_n_1_meaning_35becbeb4d09,birth,birth_n_1,F,2,F
opt_q_2_body_n_1_meaning_35becbeb4d09_3,q_2_body_n_1_meaning_35becbeb4d09,body,body_n_1,T,3,F
opt_q_2_body_n_1_meaning_35becbeb4d09_4,q_2_body_n_1_meaning_35becbeb4d09,foot,foot_n_1,F,4,F
opt_q_2_body_n_1_context_676362a62439_1,q_2_body_n_1_context_676362a62439,嗓音；声音,voice_n_1,F,1,F
opt_q_2_body_n_1_context_676362a62439_2,q_2_body_n_1_context_676362a62439,出生,birth_n_1,F,2,F
opt_q_2_body_n_1_context_676362a62439_3,q_2_body_n_1_context_676362a62439,脚,foot_n_1,F,3,F
opt_q_2_body_n_1_context_676362a62439_4,q_2_body_n_1_context_676362a62439,身体,body_n_1,T,4,F
opt_q_2_arm_n_1_meaning_88dcf8968992_1,q_2_arm_n_1_meaning_88dcf8968992,voice,voice_n_1,F,1,F
opt_q_2_arm_n_1_meaning_88dcf8968992_2,q_2_arm_n_1_meaning_88dcf8968992,hand,hand_n_1,F,2,F
opt_q_2_arm_n_1_meaning_88dcf8968992_3,q_2_arm_n_1_meaning_88dcf8968992,leg,leg_n_1,F,3,F
opt_q_2_arm_n_1_meaning_88dcf8968992_4,q_2_arm_n_1_meaning_88dcf8968992,arm,arm_n_1,T,4,F
opt_q_2_arm_n_1_context_4962af1bd1b7_1,q_2_arm_n_1_context_4962af1bd1b7,嗓音；声音,voice_n_1,F,1,F
opt_q_2_arm_n_1_context_4962af1bd1b7_2,q_2_arm_n_1_context_4962af1bd1b7,手,hand_n_1,F,2,F
opt_q_2_arm_n_1_context_4962af1bd1b7_3,q_2_arm_n_1_context_4962af1bd1b7,腿,leg_n_1,F,3,F
opt_q_2_arm_n_1_context_4962af1bd1b7_4,q_2_arm_n_1_context_4962af1bd1b7,手臂,arm_n_1,T,4,F
opt_q_2_nose_n_1_meaning_4ba74bfc07f1_1,q_2_nose_n_1_meaning_4ba74bfc07f1,nose,nose_n_1,T,1,F
opt_q_2_nose_n_1_meaning_4ba74bfc07f1_2,q_2_nose_n_1_meaning_4ba74bfc07f1,mouth,mouth_n_1,F,2,F
opt_q_2_nose_n_1_meaning_4ba74bfc07f1_3,q_2_nose_n_1_meaning_4ba74bfc07f1,hand,hand_n_1,F,3,F
opt_q_2_nose_n_1_meaning_4ba74bfc07f1_4,q_2_nose_n_1_meaning_4ba74bfc07f1,tooth,tooth_n_1,F,4,F
opt_q_2_nose_n_1_context_320419df2795_1,q_2_nose_n_1_context_320419df2795,鼻子,nose_n_1,T,1,F
opt_q_2_nose_n_1_context_320419df2795_2,q_2_nose_n_1_context_320419df2795,手,hand_n_1,F,2,F
opt_q_2_nose_n_1_context_320419df2795_3,q_2_nose_n_1_context_320419df2795,牙齿,tooth_n_1,F,3,F
opt_q_2_nose_n_1_context_320419df2795_4,q_2_nose_n_1_context_320419df2795,嘴；口腔,mouth_n_1,F,4,F
opt_q_2_mouth_n_1_meaning_4abb5ce0dfd6_1,q_2_mouth_n_1_meaning_4abb5ce0dfd6,mouth,mouth_n_1,T,1,F
opt_q_2_mouth_n_1_meaning_4abb5ce0dfd6_2,q_2_mouth_n_1_meaning_4abb5ce0dfd6,head,head_n_1,F,2,F
opt_q_2_mouth_n_1_meaning_4abb5ce0dfd6_3,q_2_mouth_n_1_meaning_4abb5ce0dfd6,hair,hair_n_1,F,3,F
opt_q_2_mouth_n_1_meaning_4abb5ce0dfd6_4,q_2_mouth_n_1_meaning_4abb5ce0dfd6,arm,arm_n_1,F,4,F
opt_q_2_mouth_n_1_context_20ea8be7f3ff_1,q_2_mouth_n_1_context_20ea8be7f3ff,手臂,arm_n_1,F,1,F
opt_q_2_mouth_n_1_context_20ea8be7f3ff_2,q_2_mouth_n_1_context_20ea8be7f3ff,头发,hair_n_1,F,2,F
opt_q_2_mouth_n_1_context_20ea8be7f3ff_3,q_2_mouth_n_1_context_20ea8be7f3ff,头；头部,head_n_1,F,3,F
opt_q_2_mouth_n_1_context_20ea8be7f3ff_4,q_2_mouth_n_1_context_20ea8be7f3ff,嘴；口腔,mouth_n_1,T,4,F
opt_q_2_childhood_n_1_meaning_13ec8b15ec52_1,q_2_childhood_n_1_meaning_13ec8b15ec52,childhood,childhood_n_1,T,1,F
opt_q_2_childhood_n_1_meaning_13ec8b15ec52_2,q_2_childhood_n_1_meaning_13ec8b15ec52,voice,voice_n_1,F,2,F
opt_q_2_childhood_n_1_meaning_13ec8b15ec52_3,q_2_childhood_n_1_meaning_13ec8b15ec52,foot,foot_n_1,F,3,F
opt_q_2_childhood_n_1_meaning_13ec8b15ec52_4,q_2_childhood_n_1_meaning_13ec8b15ec52,hand,hand_n_1,F,4,F
opt_q_2_childhood_n_1_context_7c0cfa4a4901_1,q_2_childhood_n_1_context_7c0cfa4a4901,手,hand_n_1,F,1,F
opt_q_2_childhood_n_1_context_7c0cfa4a4901_2,q_2_childhood_n_1_context_7c0cfa4a4901,嗓音；声音,voice_n_1,F,2,F
opt_q_2_childhood_n_1_context_7c0cfa4a4901_3,q_2_childhood_n_1_context_7c0cfa4a4901,童年,childhood_n_1,T,3,F
opt_q_2_childhood_n_1_context_7c0cfa4a4901_4,q_2_childhood_n_1_context_7c0cfa4a4901,脚,foot_n_1,F,4,F
opt_q_2_skin_n_1_meaning_99bbb9ac1517_1,q_2_skin_n_1_meaning_99bbb9ac1517,look,look_n_1,F,1,F
opt_q_2_skin_n_1_meaning_99bbb9ac1517_2,q_2_skin_n_1_meaning_99bbb9ac1517,body,body_n_1,F,2,F
opt_q_2_skin_n_1_meaning_99bbb9ac1517_3,q_2_skin_n_1_meaning_99bbb9ac1517,youth,youth_n_1,F,3,F
opt_q_2_skin_n_1_meaning_99bbb9ac1517_4,q_2_skin_n_1_meaning_99bbb9ac1517,skin,skin_n_1,T,4,F
opt_q_2_skin_n_1_context_0ee038d041c6_1,q_2_skin_n_1_context_0ee038d041c6,外表；神情,look_n_1,F,1,F
opt_q_2_skin_n_1_context_0ee038d041c6_2,q_2_skin_n_1_context_0ee038d041c6,皮肤,skin_n_1,T,2,F
opt_q_2_skin_n_1_context_0ee038d041c6_3,q_2_skin_n_1_context_0ee038d041c6,青春时期；年轻时期,youth_n_1,F,3,F
opt_q_2_skin_n_1_context_0ee038d041c6_4,q_2_skin_n_1_context_0ee038d041c6,身体,body_n_1,F,4,F
opt_q_2_ear_n_1_meaning_2dac9721a70b_1,q_2_ear_n_1_meaning_2dac9721a70b,ear,ear_n_1,T,1,F
opt_q_2_ear_n_1_meaning_2dac9721a70b_2,q_2_ear_n_1_meaning_2dac9721a70b,arm,arm_n_1,F,2,F
opt_q_2_ear_n_1_meaning_2dac9721a70b_3,q_2_ear_n_1_meaning_2dac9721a70b,head,head_n_1,F,3,F
opt_q_2_ear_n_1_meaning_2dac9721a70b_4,q_2_ear_n_1_meaning_2dac9721a70b,height,height_n_1,F,4,F
opt_q_2_ear_n_1_context_b90aab8f457a_1,q_2_ear_n_1_context_b90aab8f457a,头；头部,head_n_1,F,1,F
opt_q_2_ear_n_1_context_b90aab8f457a_2,q_2_ear_n_1_context_b90aab8f457a,手臂,arm_n_1,F,2,F
opt_q_2_ear_n_1_context_b90aab8f457a_3,q_2_ear_n_1_context_b90aab8f457a,身高；高度,height_n_1,F,3,F
opt_q_2_ear_n_1_context_b90aab8f457a_4,q_2_ear_n_1_context_b90aab8f457a,耳朵,ear_n_1,T,4,F
opt_q_2_leg_n_1_meaning_9d3121da4c56_1,q_2_leg_n_1_meaning_9d3121da4c56,skin,skin_n_1,F,1,F
opt_q_2_leg_n_1_meaning_9d3121da4c56_2,q_2_leg_n_1_meaning_9d3121da4c56,leg,leg_n_1,T,2,F
opt_q_2_leg_n_1_meaning_9d3121da4c56_3,q_2_leg_n_1_meaning_9d3121da4c56,birth,birth_n_1,F,3,F
opt_q_2_leg_n_1_meaning_9d3121da4c56_4,q_2_leg_n_1_meaning_9d3121da4c56,ear,ear_n_1,F,4,F
opt_q_2_leg_n_1_context_bfb14d83a993_1,q_2_leg_n_1_context_bfb14d83a993,腿,leg_n_1,T,1,F
opt_q_2_leg_n_1_context_bfb14d83a993_2,q_2_leg_n_1_context_bfb14d83a993,皮肤,skin_n_1,F,2,F
opt_q_2_leg_n_1_context_bfb14d83a993_3,q_2_leg_n_1_context_bfb14d83a993,出生,birth_n_1,F,3,F
opt_q_2_leg_n_1_context_bfb14d83a993_4,q_2_leg_n_1_context_bfb14d83a993,耳朵,ear_n_1,F,4,F
opt_q_2_tooth_n_1_meaning_96c562190d77_1,q_2_tooth_n_1_meaning_96c562190d77,tooth,tooth_n_1,T,1,F
opt_q_2_tooth_n_1_meaning_96c562190d77_2,q_2_tooth_n_1_meaning_96c562190d77,beard,beard_n_1,F,2,F
opt_q_2_tooth_n_1_meaning_96c562190d77_3,q_2_tooth_n_1_meaning_96c562190d77,hair,hair_n_1,F,3,F
opt_q_2_tooth_n_1_meaning_96c562190d77_4,q_2_tooth_n_1_meaning_96c562190d77,ear,ear_n_1,F,4,F
opt_q_2_tooth_n_1_context_496aa6aa772b_1,q_2_tooth_n_1_context_496aa6aa772b,耳朵,ear_n_1,F,1,F
opt_q_2_tooth_n_1_context_496aa6aa772b_2,q_2_tooth_n_1_context_496aa6aa772b,头发,hair_n_1,F,2,F
opt_q_2_tooth_n_1_context_496aa6aa772b_3,q_2_tooth_n_1_context_496aa6aa772b,牙齿,tooth_n_1,T,3,F
opt_q_2_tooth_n_1_context_496aa6aa772b_4,q_2_tooth_n_1_context_496aa6aa772b,胡须；胡子,beard_n_1,F,4,F
opt_q_2_single_adj_1_meaning_5a15cfdb83fa_1,q_2_single_adj_1_meaning_5a15cfdb83fa,slim,slim_adj_1,F,1,F
opt_q_2_single_adj_1_meaning_5a15cfdb83fa_2,q_2_single_adj_1_meaning_5a15cfdb83fa,single,single_adj_1,T,2,F
opt_q_2_single_adj_1_meaning_5a15cfdb83fa_3,q_2_single_adj_1_meaning_5a15cfdb83fa,short,short_adj_1,F,3,F
opt_q_2_single_adj_1_meaning_5a15cfdb83fa_4,q_2_single_adj_1_meaning_5a15cfdb83fa,heavy,heavy_adj_1,F,4,F
opt_q_2_single_adj_1_context_b7ff5dd99852_1,q_2_single_adj_1_context_b7ff5dd99852,重的,heavy_adj_1,F,1,F
opt_q_2_single_adj_1_context_b7ff5dd99852_2,q_2_single_adj_1_context_b7ff5dd99852,苗条的,slim_adj_1,F,2,F
opt_q_2_single_adj_1_context_b7ff5dd99852_3,q_2_single_adj_1_context_b7ff5dd99852,矮的；短的,short_adj_1,F,3,F
opt_q_2_single_adj_1_context_b7ff5dd99852_4,q_2_single_adj_1_context_b7ff5dd99852,单身的,single_adj_1,T,4,F
opt_q_2_look_n_1_meaning_53b279498f6b_1,q_2_look_n_1_meaning_53b279498f6b,skin,skin_n_1,F,1,F
opt_q_2_look_n_1_meaning_53b279498f6b_2,q_2_look_n_1_meaning_53b279498f6b,look,look_n_1,T,2,F
opt_q_2_look_n_1_meaning_53b279498f6b_3,q_2_look_n_1_meaning_53b279498f6b,hand,hand_n_1,F,3,F
opt_q_2_look_n_1_meaning_53b279498f6b_4,q_2_look_n_1_meaning_53b279498f6b,appearance,appearance_n_1,F,4,F
opt_q_2_look_n_1_context_6dcaa89a1810_1,q_2_look_n_1_context_6dcaa89a1810,皮肤,skin_n_1,F,1,F
opt_q_2_look_n_1_context_6dcaa89a1810_2,q_2_look_n_1_context_6dcaa89a1810,外貌；外表,appearance_n_1,F,2,F
opt_q_2_look_n_1_context_6dcaa89a1810_3,q_2_look_n_1_context_6dcaa89a1810,手,hand_n_1,F,3,F
opt_q_2_look_n_1_context_6dcaa89a1810_4,q_2_look_n_1_context_6dcaa89a1810,外表；神情,look_n_1,T,4,F
opt_q_2_laugh_v_1_meaning_bfab5bb603ee_1,q_2_laugh_v_1_meaning_bfab5bb603ee,grow,grow_v_1,F,1,F
opt_q_2_laugh_v_1_meaning_bfab5bb603ee_2,q_2_laugh_v_1_meaning_bfab5bb603ee,laugh,laugh_v_1,T,2,F
opt_q_2_laugh_v_1_meaning_bfab5bb603ee_3,q_2_laugh_v_1_meaning_bfab5bb603ee,skin,skin_n_1,F,3,F
opt_q_2_laugh_v_1_meaning_bfab5bb603ee_4,q_2_laugh_v_1_meaning_bfab5bb603ee,nose,nose_n_1,F,4,F
opt_q_2_laugh_v_1_context_546c078111e3_1,q_2_laugh_v_1_context_546c078111e3,成长；长大,grow_v_1,F,1,F
opt_q_2_laugh_v_1_context_546c078111e3_2,q_2_laugh_v_1_context_546c078111e3,皮肤,skin_n_1,F,2,F
opt_q_2_laugh_v_1_context_546c078111e3_3,q_2_laugh_v_1_context_546c078111e3,笑,laugh_v_1,T,3,F
opt_q_2_laugh_v_1_context_546c078111e3_4,q_2_laugh_v_1_context_546c078111e3,鼻子,nose_n_1,F,4,F
opt_q_2_voice_n_1_meaning_859871b8fddd_1,q_2_voice_n_1_meaning_859871b8fddd,voice,voice_n_1,T,1,F
opt_q_2_voice_n_1_meaning_859871b8fddd_2,q_2_voice_n_1_meaning_859871b8fddd,mouth,mouth_n_1,F,2,F
opt_q_2_voice_n_1_meaning_859871b8fddd_3,q_2_voice_n_1_meaning_859871b8fddd,eye,eye_n_1,F,3,F
opt_q_2_voice_n_1_meaning_859871b8fddd_4,q_2_voice_n_1_meaning_859871b8fddd,face,face_n_1,F,4,F
opt_q_2_voice_n_1_context_868b907470df_1,q_2_voice_n_1_context_868b907470df,嗓音；声音,voice_n_1,T,1,F
opt_q_2_voice_n_1_context_868b907470df_2,q_2_voice_n_1_context_868b907470df,脸；面部,face_n_1,F,2,F
opt_q_2_voice_n_1_context_868b907470df_3,q_2_voice_n_1_context_868b907470df,眼睛,eye_n_1,F,3,F
opt_q_2_voice_n_1_context_868b907470df_4,q_2_voice_n_1_context_868b907470df,嘴；口腔,mouth_n_1,F,4,F
opt_q_2_smile_v_1_meaning_46843cf83219_1,q_2_smile_v_1_meaning_46843cf83219,nose,nose_n_1,F,1,F
opt_q_2_smile_v_1_meaning_46843cf83219_2,q_2_smile_v_1_meaning_46843cf83219,smile,smile_v_1,T,2,F
opt_q_2_smile_v_1_meaning_46843cf83219_3,q_2_smile_v_1_meaning_46843cf83219,alive,alive_adj_1,F,3,F
opt_q_2_smile_v_1_meaning_46843cf83219_4,q_2_smile_v_1_meaning_46843cf83219,female,female_adj_1,F,4,F
opt_q_2_smile_v_1_context_7fdc567ba055_1,q_2_smile_v_1_context_7fdc567ba055,鼻子,nose_n_1,F,1,F
opt_q_2_smile_v_1_context_7fdc567ba055_2,q_2_smile_v_1_context_7fdc567ba055,活着的,alive_adj_1,F,2,F
opt_q_2_smile_v_1_context_7fdc567ba055_3,q_2_smile_v_1_context_7fdc567ba055,微笑,smile_v_1,T,3,F
opt_q_2_smile_v_1_context_7fdc567ba055_4,q_2_smile_v_1_context_7fdc567ba055,女性的；雌性的,female_adj_1,F,4,F
opt_q_2_appearance_n_1_meaning_6b8f6b7731ee_1,q_2_appearance_n_1_meaning_6b8f6b7731ee,head,head_n_1,F,1,F
opt_q_2_appearance_n_1_meaning_6b8f6b7731ee_2,q_2_appearance_n_1_meaning_6b8f6b7731ee,voice,voice_n_1,F,2,F
opt_q_2_appearance_n_1_meaning_6b8f6b7731ee_3,q_2_appearance_n_1_meaning_6b8f6b7731ee,appearance,appearance_n_1,T,3,F
opt_q_2_appearance_n_1_meaning_6b8f6b7731ee_4,q_2_appearance_n_1_meaning_6b8f6b7731ee,childhood,childhood_n_1,F,4,F
opt_q_2_appearance_n_1_context_5206a55b01b9_1,q_2_appearance_n_1_context_5206a55b01b9,头；头部,head_n_1,F,1,F
opt_q_2_appearance_n_1_context_5206a55b01b9_2,q_2_appearance_n_1_context_5206a55b01b9,外貌；外表,appearance_n_1,T,2,F
