evidence_id,sense_id,headword,quoted_text,matched_span,source_title,source_url_or_locator,usage_analysis,paper_types,license,copyright_status,human_review,review_reason,review_status
oxford_responsible_adj_1,responsible_adj_1,responsible,"responsible for doing something, Mike is responsible for designing the entire project.",responsible,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_tradition_n_1,tradition_n_1,tradition,religious/cultural/ancient traditions,tradition,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_together_adv_1,together_adv_1,together,We grew up together.,together,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_common_adj_1,common_adj_1,common,a common problem/occurrence/practice,common,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_influence_n_1,influence_n_1,influence,His early work shows the influence of Cézanne and Matisse.,influence,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_protect_v_1,protect_v_1,protect,"protect somebody/something/yourself, to protect children/citizens/civilians/consumers/workers",protect,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_alone_adj_1,alone_adj_1,alone,"not alone in, Tom is not alone in finding Rick hard to work with.",alone,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_generation_n_1,generation_n_1,generation,the younger/older generation,generation,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_disagree_v_1,disagree_v_1,disagree,Even friends disagree sometimes.,disagree,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_encourage_v_1,encourage_v_1,encourage,"encourage somebody, We were greatly encouraged by the positive response of the public.",encourage,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_communicate_v_1,communicate_v_1,communicate,We only communicate by email.,communicate,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_house_n_1,house_n_1,house,"in a house, We live in a two-bedroom house.",house,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_building_n_1,building_n_1,building,a tall/high-rise/ten-storey building,building,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_room_n_1,room_n_1,room,I heard him enter the room.,room,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_home_n_1,home_n_1,home,Old people prefer to stay in their own homes.,home,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_wall_n_1,wall_n_1,wall,to build a wall,wall,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_bedroom_n_1,bedroom_n_1,bedroom,the spare/guest bedroom,bedroom,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_apartment_n_1,apartment_n_1,apartment,an apartment building,apartment,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_bathroom_n_1,bathroom_n_1,bathroom,Go and wash your hands in the bathroom.,bathroom,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_kitchen_n_1,kitchen_n_1,kitchen,We ate at the kitchen table.,kitchen,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_window_n_1,window_n_1,window,"out of the window, She looked out of the window.",window,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_floor_n_1,floor_n_1,floor,a wooden/concrete/tiled floor,floor,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_door_n_1,door_n_1,door,Open the door!,door,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_garden_n_1,garden_n_1,garden,a front/back/rear garden,garden,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_table_n_1,table_n_1,table,"at a/the table, We sat at a round table in the corner.",table,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_chair_n_1,chair_n_1,chair,a table and chairs,chair,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_hall_n_1,hall_n_1,hall,"in a hall, Her brother was standing in the front hall.",hall,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_roof_n_1,roof_n_1,roof,a flat/sloping/pitched roof,roof,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_bed_n_1,bed_n_1,bed,a single/double bed,bed,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_furniture_n_1,furniture_n_1,furniture,garden/office furniture,furniture,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_ceiling_n_1,ceiling_n_1,ceiling,a large room with a high ceiling,ceiling,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_desk_n_1,desk_n_1,desk,"at a desk, I spend all day sitting at a desk.",desk,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_light_n_1,light_n_1,light,bright/dim light,light,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_entrance_n_1,entrance_n_1,entrance,the front/back/side entrance of the house,entrance,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_garage_n_1,garage_n_1,garage,a double garage (= one for two cars),garage,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_shelf_n_1,shelf_n_1,shelf,I helped him put up some shelves in his bedroom.,,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_key_n_1,key_n_1,key,to put/turn the key in the lock,key,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_mirror_n_1,mirror_n_1,mirror,"in the mirror, He looked at himself in the mirror.",mirror,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_carpet_n_1,carpet_n_1,carpet,He spent the morning laying the new carpet.,carpet,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_lamp_n_1,lamp_n_1,lamp,a desk/bedside lamp,lamp,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_lock_n_1,lock_n_1,lock,She turned the key in the lock.,lock,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_cabinet_n_1,cabinet_n_1,cabinet,a cabinet meeting,cabinet,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_curtain_n_1,curtain_n_1,curtain,to draw/pull/close the curtains (= to pull them across the window so they cover it),curtain,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_toilet_n_1,toilet_n_1,toilet,Have you flushed the toilet?,toilet,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_blanket_n_1,blanket_n_1,blanket,It’s cold tonight—can I have another blanket?,blanket,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_cup_n_1,cup_n_1,cup,He filled the cup with water.,cup,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_glass_n_1,glass_n_1,glass,a sheet/pane of glass,glass,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_object_n_1,object_n_1,object,everyday objects such as cups and saucers,object,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_thing_n_1,thing_n_1,thing,Can you pass me that thing over there?,thing,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_box_n_1,box_n_1,box,"in a box, Everything we owned was neatly packed in cardboard boxes.",box,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_bag_n_1,bag_n_1,bag,He was carrying a heavy bag of groceries.,bag,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_bottle_n_1,bottle_n_1,bottle,a wine/beer/milk/water bottle,bottle,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_knife_n_1,knife_n_1,knife,knives and forks,,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_television_n_1,television_n_1,television,a widescreen/flat-screen/plasma television,television,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_dish_n_1,dish_n_1,dish,a baking/serving dish,dish,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_computer_n_1,computer_n_1,computer,a home computer,computer,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_plate_n_1,plate_n_1,plate,sandwiches on a plate,plate,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_phone_n_1,phone_n_1,phone,I have to make a phone call.,phone,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_bowl_n_1,bowl_n_1,bowl,a salad/fruit/sugar bowl,bowl,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_clock_n_1,clock_n_1,clock,The clock struck twelve/midnight.,clock,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_towel_n_1,towel_n_1,towel,Help yourself to a clean towel.,towel,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_spoon_n_1,spoon_n_1,spoon,a plastic/metal spoon,spoon,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_carry_v_1,carry_v_1,carry,"carry somebody/something, He was carrying a large bag.",carry,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_fork_n_1,fork_n_1,fork,to eat with a knife and fork,fork,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_pot_n_1,pot_n_1,pot,pots and pans,pot,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_put_v_1,put_v_1,put,"Put the cases down there, please.",put,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_clean_v_1,clean_v_1,clean,I spent all day cooking and cleaning.,clean,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_open_v_1,open_v_1,open,Mr Chen opened the car door for his wife.,open,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_soap_n_1,soap_n_1,soap,Wash the affected area with soap and water.,soap,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_brush_n_1,brush_n_1,brush,a paintbrush,brush,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_fridge_n_1,fridge_n_1,fridge,The kids tend to raid the fridge when they get home from school.,fridge,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_use_v_1,use_v_1,use,"use something, Can I use the photocopier?",use,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_need_v_1,need_v_1,need,"need something/somebody, Do you need any help?",need,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_water_n_1,water_n_1,water,a glass of water,water,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_wash_v_1,wash_v_1,wash,"wash something/somebody, These jeans need washing.",wash,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_cook_v_1,cook_v_1,cook,Where did you learn to cook?,cook,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_oven_n_1,oven_n_1,oven,Take the cake out of the oven.,oven,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_move_v_1,move_v_1,move,Don't move—stay perfectly still.,move,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_own_v_1,own_v_1,own,Do you own your house or do you rent it?,own,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_repair_v_1,repair_v_1,repair,to repair a car/television,repair,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_electricity_n_1,electricity_n_1,electricity,materials that conduct electricity,electricity,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_fix_v_1,fix_v_1,fix,The car won't start—can you fix it?,fix,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_basket_n_1,basket_n_1,basket,a shopping basket,basket,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_comfortable_adj_1,comfortable_adj_1,comfortable,It's such a comfortable bed.,comfortable,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_safe_adj_1,safe_adj_1,safe,The children are quite safe here.,safe,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
oxford_rent_v_1,rent_v_1,rent,Are you looking to buy or rent?,rent,Oxford 3000/5000 repository dataset,https://github.com/winterdl/oxford-5000-vocabulary-audio-definition,Reviewed as private study evidence for the selected sense and used only to guide original app-authored examples.,,not_declared,private_study_only,F,,approved
