form_id,sense_id,headword,form_type,form_word,source,human_review,review_reason
agree_v_1_form_2,agree_v_1,agree,past,agreed,ECDICT.exchange,F,
agree_v_1_form_3,agree_v_1,agree,third_person_singular,agrees,ECDICT.exchange,F,
agree_v_1_form_4,agree_v_1,agree,present_participle,agreeing,ECDICT.exchange,F,
polite_adj_1_form_1,polite_adj_1,polite,superlative,politest,ECDICT.exchange,F,
polite_adj_1_form_2,polite_adj_1,polite,comparative,politer,ECDICT.exchange,F,
attitude_n_1_form_1,attitude_n_1,attitude,plural,attitudes,ECDICT.exchange,F,
tradition_n_1_form_1,tradition_n_1,tradition,plural,traditions,ECDICT.exchange,F,
influence_n_1_form_1,influence_n_1,influence,past_participle,influenced,ECDICT.exchange,F,
influence_n_1_form_2,influence_n_1,influence,plural,influences,ECDICT.exchange,F,
influence_n_1_form_3,influence_n_1,influence,present_participle,influencing,ECDICT.exchange,F,
influence_n_1_form_4,influence_n_1,influence,third_person_singular,influences,ECDICT.exchange,F,
influence_n_1_form_5,influence_n_1,influence,past,influenced,ECDICT.exchange,F,
protect_v_1_form_1,protect_v_1,protect,past_participle,protected,ECDICT.exchange,F,
protect_v_1_form_2,protect_v_1,protect,present_participle,protecting,ECDICT.exchange,F,
protect_v_1_form_3,protect_v_1,protect,third_person_singular,protects,ECDICT.exchange,F,
protect_v_1_form_4,protect_v_1,protect,past,protected,ECDICT.exchange,F,
close_adj_1_form_1,close_adj_1,close,past,closed,ECDICT.exchange,F,
close_adj_1_form_2,close_adj_1,close,comparative,closer,ECDICT.exchange,F,
close_adj_1_form_3,close_adj_1,close,past_participle,closed,ECDICT.exchange,F,
close_adj_1_form_4,close_adj_1,close,present_participle,closing,ECDICT.exchange,F,
close_adj_1_form_5,close_adj_1,close,superlative,closest,ECDICT.exchange,F,
close_adj_1_form_6,close_adj_1,close,third_person_singular,closes,ECDICT.exchange,F,
generation_n_1_form_1,generation_n_1,generation,plural,generations,ECDICT.exchange,F,
disagree_v_1_form_1,disagree_v_1,disagree,past,disagreed,ECDICT.exchange,F,
disagree_v_1_form_2,disagree_v_1,disagree,third_person_singular,disagrees,ECDICT.exchange,F,
disagree_v_1_form_3,disagree_v_1,disagree,present_participle,disagreeing,ECDICT.exchange,F,
disagree_v_1_form_4,disagree_v_1,disagree,past_participle,disagreed,ECDICT.exchange,F,
encourage_v_1_form_1,encourage_v_1,encourage,past_participle,encouraged,ECDICT.exchange,F,
encourage_v_1_form_2,encourage_v_1,encourage,past,encouraged,ECDICT.exchange,F,
encourage_v_1_form_3,encourage_v_1,encourage,third_person_singular,encourages,ECDICT.exchange,F,
encourage_v_1_form_4,encourage_v_1,encourage,present_participle,encouraging,ECDICT.exchange,F,
behavior_n_1_form_1,behavior_n_1,behavior,plural,behaviors,ECDICT.exchange,F,
communicate_v_1_form_1,communicate_v_1,communicate,past_participle,communicated,ECDICT.exchange,F,
communicate_v_1_form_2,communicate_v_1,communicate,present_participle,communicating,ECDICT.exchange,F,
communicate_v_1_form_3,communicate_v_1,communicate,third_person_singular,communicates,ECDICT.exchange,F,
communicate_v_1_form_4,communicate_v_1,communicate,past,communicated,ECDICT.exchange,F,
house_n_1_form_1,house_n_1,house,plural,houses,ECDICT.exchange,F,
house_n_1_form_2,house_n_1,house,present_participle,housing,ECDICT.exchange,F,
house_n_1_form_3,house_n_1,house,past_participle,housed,ECDICT.exchange,F,
house_n_1_form_4,house_n_1,house,third_person_singular,houses,ECDICT.exchange,F,
house_n_1_form_5,house_n_1,house,past,housed,ECDICT.exchange,F,
building_n_1_form_1,building_n_1,building,lemma,build,ECDICT.exchange,T,Confirm lemma relationship.
building_n_1_form_2,building_n_1,building,lemma_variant,i,ECDICT.exchange,T,Confirm lemma relationship.
building_n_1_form_3,building_n_1,building,plural,buildings,ECDICT.exchange,F,
building_n_1_form_4,building_n_1,building,present_participle,building,ECDICT.exchange,F,
room_n_1_form_1,room_n_1,room,plural,rooms,ECDICT.exchange,F,
room_n_1_form_2,room_n_1,room,present_participle,rooming,ECDICT.exchange,F,
room_n_1_form_3,room_n_1,room,past,roomed,ECDICT.exchange,F,
room_n_1_form_4,room_n_1,room,third_person_singular,rooms,ECDICT.exchange,F,
room_n_1_form_5,room_n_1,room,past_participle,roomed,ECDICT.exchange,F,
home_n_1_form_1,home_n_1,home,plural,homes,ECDICT.exchange,F,
home_n_1_form_2,home_n_1,home,present_participle,homing,ECDICT.exchange,F,
home_n_1_form_3,home_n_1,home,past,homed,ECDICT.exchange,F,
home_n_1_form_4,home_n_1,home,third_person_singular,homes,ECDICT.exchange,F,
home_n_1_form_5,home_n_1,home,past_participle,homed,ECDICT.exchange,F,
wall_n_1_form_1,wall_n_1,wall,plural,walls,ECDICT.exchange,F,
wall_n_1_form_2,wall_n_1,wall,past_participle,walled,ECDICT.exchange,F,
wall_n_1_form_3,wall_n_1,wall,present_participle,walling,ECDICT.exchange,F,
wall_n_1_form_4,wall_n_1,wall,past,walled,ECDICT.exchange,F,
wall_n_1_form_5,wall_n_1,wall,third_person_singular,walls,ECDICT.exchange,F,
bedroom_n_1_form_1,bedroom_n_1,bedroom,plural,bedrooms,ECDICT.exchange,F,
apartment_n_1_form_1,apartment_n_1,apartment,plural,apartments,ECDICT.exchange,F,
bathroom_n_1_form_1,bathroom_n_1,bathroom,plural,bathrooms,ECDICT.exchange,F,
kitchen_n_1_form_1,kitchen_n_1,kitchen,plural,kitchens,ECDICT.exchange,F,
window_n_1_form_1,window_n_1,window,plural,windows,ECDICT.exchange,F,
floor_n_1_form_1,floor_n_1,floor,plural,floors,ECDICT.exchange,F,
floor_n_1_form_2,floor_n_1,floor,past_participle,floored,ECDICT.exchange,F,
floor_n_1_form_3,floor_n_1,floor,past,floored,ECDICT.exchange,F,
floor_n_1_form_4,floor_n_1,floor,present_participle,flooring,ECDICT.exchange,F,
floor_n_1_form_5,floor_n_1,floor,third_person_singular,floors,ECDICT.exchange,F,
door_n_1_form_1,door_n_1,door,plural,doors,ECDICT.exchange,F,
garden_n_1_form_1,garden_n_1,garden,plural,gardens,ECDICT.exchange,F,
garden_n_1_form_2,garden_n_1,garden,present_participle,gardening,ECDICT.exchange,F,
garden_n_1_form_3,garden_n_1,garden,past,gardened,ECDICT.exchange,F,
garden_n_1_form_4,garden_n_1,garden,third_person_singular,gardens,ECDICT.exchange,F,
garden_n_1_form_5,garden_n_1,garden,past_participle,gardened,ECDICT.exchange,F,
table_n_1_form_1,table_n_1,table,plural,tables,ECDICT.exchange,F,
table_n_1_form_2,table_n_1,table,past_participle,tabled,ECDICT.exchange,F,
table_n_1_form_3,table_n_1,table,past,tabled,ECDICT.exchange,F,
table_n_1_form_4,table_n_1,table,present_participle,tabling,ECDICT.exchange,F,
table_n_1_form_5,table_n_1,table,third_person_singular,tables,ECDICT.exchange,F,
chair_n_1_form_1,chair_n_1,chair,plural,chairs,ECDICT.exchange,F,
chair_n_1_form_2,chair_n_1,chair,past_participle,chaired,ECDICT.exchange,F,
chair_n_1_form_3,chair_n_1,chair,past,chaired,ECDICT.exchange,F,
chair_n_1_form_4,chair_n_1,chair,present_participle,chairing,ECDICT.exchange,F,
chair_n_1_form_5,chair_n_1,chair,third_person_singular,chairs,ECDICT.exchange,F,
hall_n_1_form_1,hall_n_1,hall,plural,halls,ECDICT.exchange,F,
hall_n_1_form_2,hall_n_1,hall,present_participle,halling,ECDICT.exchange,F,
roof_n_1_form_1,roof_n_1,roof,plural,roofs,ECDICT.exchange,F,
roof_n_1_form_2,roof_n_1,roof,past_participle,roofed,ECDICT.exchange,F,
roof_n_1_form_3,roof_n_1,roof,present_participle,roofing,ECDICT.exchange,F,
roof_n_1_form_4,roof_n_1,roof,past,roofed,ECDICT.exchange,F,
roof_n_1_form_5,roof_n_1,roof,third_person_singular,roofs,ECDICT.exchange,F,
bed_n_1_form_1,bed_n_1,bed,plural,beds,ECDICT.exchange,F,
bed_n_1_form_2,bed_n_1,bed,past_participle,bedded,ECDICT.exchange,F,
bed_n_1_form_3,bed_n_1,bed,present_participle,bedding,ECDICT.exchange,F,
bed_n_1_form_4,bed_n_1,bed,past,bedded,ECDICT.exchange,F,
bed_n_1_form_5,bed_n_1,bed,third_person_singular,beds,ECDICT.exchange,F,
yard_n_1_form_1,yard_n_1,yard,plural,yards,ECDICT.exchange,F,
ceiling_n_1_form_1,ceiling_n_1,ceiling,plural,ceilings,ECDICT.exchange,F,
desk_n_1_form_1,desk_n_1,desk,plural,desks,ECDICT.exchange,F,
light_n_1_form_1,light_n_1,light,plural,lights,ECDICT.exchange,F,
light_n_1_form_2,light_n_1,light,past,lit,ECDICT.exchange,F,
light_n_1_form_3,light_n_1,light,past_participle,lit,ECDICT.exchange,F,
light_n_1_form_4,light_n_1,light,comparative,lighter,ECDICT.exchange,F,
light_n_1_form_5,light_n_1,light,present_participle,lighting,ECDICT.exchange,F,
light_n_1_form_6,light_n_1,light,superlative,lightest,ECDICT.exchange,F,
light_n_1_form_7,light_n_1,light,third_person_singular,lights,ECDICT.exchange,F,
entrance_n_1_form_1,entrance_n_1,entrance,plural,entrances,ECDICT.exchange,F,
entrance_n_1_form_2,entrance_n_1,entrance,past_participle,entranced,ECDICT.exchange,F,
entrance_n_1_form_3,entrance_n_1,entrance,past,entranced,ECDICT.exchange,F,
entrance_n_1_form_4,entrance_n_1,entrance,present_participle,entrancing,ECDICT.exchange,F,
entrance_n_1_form_5,entrance_n_1,entrance,third_person_singular,entrances,ECDICT.exchange,F,
garage_n_1_form_1,garage_n_1,garage,plural,garages,ECDICT.exchange,F,
garage_n_1_form_2,garage_n_1,garage,present_participle,garaging,ECDICT.exchange,F,
garage_n_1_form_3,garage_n_1,garage,past_participle,garaged,ECDICT.exchange,F,
garage_n_1_form_4,garage_n_1,garage,past,garaged,ECDICT.exchange,F,
garage_n_1_form_5,garage_n_1,garage,third_person_singular,garages,ECDICT.exchange,F,
shelf_n_1_form_1,shelf_n_1,shelf,plural,shelves,ECDICT.exchange,F,
key_n_1_form_1,key_n_1,key,plural,keys,ECDICT.exchange,F,
key_n_1_form_2,key_n_1,key,past_participle,keyed,ECDICT.exchange,F,
key_n_1_form_3,key_n_1,key,present_participle,keying,ECDICT.exchange,F,
key_n_1_form_4,key_n_1,key,past,keyed,ECDICT.exchange,F,
key_n_1_form_5,key_n_1,key,third_person_singular,keys,ECDICT.exchange,F,
mirror_n_1_form_1,mirror_n_1,mirror,plural,mirrors,ECDICT.exchange,F,
mirror_n_1_form_2,mirror_n_1,mirror,past_participle,mirrored,ECDICT.exchange,F,
mirror_n_1_form_3,mirror_n_1,mirror,past,mirrored,ECDICT.exchange,F,
mirror_n_1_form_4,mirror_n_1,mirror,third_person_singular,mirrors,ECDICT.exchange,F,
mirror_n_1_form_5,mirror_n_1,mirror,present_participle,mirroring,ECDICT.exchange,F,
carpet_n_1_form_1,carpet_n_1,carpet,plural,carpets,ECDICT.exchange,F,
carpet_n_1_form_2,carpet_n_1,carpet,past_participle,carpeted,ECDICT.exchange,F,
carpet_n_1_form_3,carpet_n_1,carpet,past,carpeted,ECDICT.exchange,F,
carpet_n_1_form_4,carpet_n_1,carpet,present_participle,carpeting,ECDICT.exchange,F,
carpet_n_1_form_5,carpet_n_1,carpet,third_person_singular,carpets,ECDICT.exchange,F,
lamp_n_1_form_1,lamp_n_1,lamp,plural,lamps,ECDICT.exchange,F,
lock_n_1_form_1,lock_n_1,lock,past_participle,locked,ECDICT.exchange,F,
lock_n_1_form_2,lock_n_1,lock,plural,locks,ECDICT.exchange,F,
lock_n_1_form_3,lock_n_1,lock,past,locked,ECDICT.exchange,F,
lock_n_1_form_4,lock_n_1,lock,present_participle,locking,ECDICT.exchange,F,
lock_n_1_form_5,lock_n_1,lock,third_person_singular,locks,ECDICT.exchange,F,
stairs_n_1_form_1,stairs_n_1,stairs,plural,stairs,ECDICT.exchange,F,
stairs_n_1_form_2,stairs_n_1,stairs,lemma,stairs,ECDICT.exchange,T,Confirm lemma relationship.
stairs_n_1_form_3,stairs_n_1,stairs,lemma_variant,s,ECDICT.exchange,T,Confirm lemma relationship.
shower_n_1_form_1,shower_n_1,shower,plural,showers,ECDICT.exchange,F,
shower_n_1_form_2,shower_n_1,shower,past_participle,showered,ECDICT.exchange,F,
shower_n_1_form_3,shower_n_1,shower,past,showered,ECDICT.exchange,F,
shower_n_1_form_4,shower_n_1,shower,present_participle,showering,ECDICT.exchange,F,
shower_n_1_form_5,shower_n_1,shower,third_person_singular,showers,ECDICT.exchange,F,
cabinet_n_1_form_1,cabinet_n_1,cabinet,plural,cabinets,ECDICT.exchange,F,
curtain_n_1_form_1,curtain_n_1,curtain,plural,curtains,ECDICT.exchange,F,
curtain_n_1_form_2,curtain_n_1,curtain,past_participle,curtained,ECDICT.exchange,F,
curtain_n_1_form_3,curtain_n_1,curtain,past,curtained,ECDICT.exchange,F,
curtain_n_1_form_4,curtain_n_1,curtain,present_participle,curtaining,ECDICT.exchange,F,
curtain_n_1_form_5,curtain_n_1,curtain,third_person_singular,curtains,ECDICT.exchange,F,
balcony_n_1_form_1,balcony_n_1,balcony,plural,balconies,ECDICT.exchange,F,
balcony_n_1_form_2,balcony_n_1,balcony,past,balconied,ECDICT.exchange,F,
toilet_n_1_form_1,toilet_n_1,toilet,plural,toilets,ECDICT.exchange,F,
closet_n_1_form_1,closet_n_1,closet,plural,closets,ECDICT.exchange,F,
closet_n_1_form_2,closet_n_1,closet,past_participle,closeted,ECDICT.exchange,F,
closet_n_1_form_3,closet_n_1,closet,past,closeted,ECDICT.exchange,F,
closet_n_1_form_4,closet_n_1,closet,present_participle,closetting,ECDICT.exchange,F,
closet_n_1_form_5,closet_n_1,closet,third_person_singular,closets,ECDICT.exchange,F,
drawer_n_1_form_1,drawer_n_1,drawer,plural,drawers,ECDICT.exchange,F,
couch_n_1_form_1,couch_n_1,couch,past_participle,couched,ECDICT.exchange,F,
couch_n_1_form_2,couch_n_1,couch,plural,couches,ECDICT.exchange,F,
couch_n_1_form_3,couch_n_1,couch,past,couched,ECDICT.exchange,F,
couch_n_1_form_4,couch_n_1,couch,present_participle,couching,ECDICT.exchange,F,
couch_n_1_form_5,couch_n_1,couch,third_person_singular,couches,ECDICT.exchange,F,
wardrobe_n_1_form_1,wardrobe_n_1,wardrobe,plural,wardrobes,ECDICT.exchange,F,
sofa_n_1_form_1,sofa_n_1,sofa,plural,sofas,ECDICT.exchange,F,
blanket_n_1_form_1,blanket_n_1,blanket,plural,blankets,ECDICT.exchange,F,
blanket_n_1_form_2,blanket_n_1,blanket,past_participle,blanketed,ECDICT.exchange,F,
blanket_n_1_form_3,blanket_n_1,blanket,past,blanketed,ECDICT.exchange,F,
blanket_n_1_form_4,blanket_n_1,blanket,present_participle,blanketing,ECDICT.exchange,F,
blanket_n_1_form_5,blanket_n_1,blanket,third_person_singular,blankets,ECDICT.exchange,F,
pillow_n_1_form_1,pillow_n_1,pillow,plural,pillows,ECDICT.exchange,F,
pillow_n_1_form_2,pillow_n_1,pillow,past,pillowed,ECDICT.exchange,F,
pillow_n_1_form_3,pillow_n_1,pillow,present_participle,pillowing,ECDICT.exchange,F,
pillow_n_1_form_4,pillow_n_1,pillow,past_participle,pillowed,ECDICT.exchange,F,
pillow_n_1_form_5,pillow_n_1,pillow,third_person_singular,pillows,ECDICT.exchange,F,
mattress_n_1_form_1,mattress_n_1,mattress,plural,mattresses,ECDICT.exchange,F,
cup_n_1_form_1,cup_n_1,cup,plural,cups,ECDICT.exchange,F,
cup_n_1_form_2,cup_n_1,cup,present_participle,cupping,ECDICT.exchange,F,
cup_n_1_form_3,cup_n_1,cup,third_person_singular,cups,ECDICT.exchange,F,
cup_n_1_form_4,cup_n_1,cup,past,cupped,ECDICT.exchange,F,
cup_n_1_form_5,cup_n_1,cup,past_participle,cupped,ECDICT.exchange,F,
glass_n_1_form_1,glass_n_1,glass,plural,glasses,ECDICT.exchange,F,
glass_n_1_form_2,glass_n_1,glass,present_participle,glassing,ECDICT.exchange,F,
glass_n_1_form_3,glass_n_1,glass,past,glassed,ECDICT.exchange,F,
glass_n_1_form_4,glass_n_1,glass,third_person_singular,glasses,ECDICT.exchange,F,
glass_n_1_form_5,glass_n_1,glass,past_participle,glassed,ECDICT.exchange,F,
object_n_1_form_1,object_n_1,object,plural,objects,ECDICT.exchange,F,
object_n_1_form_2,object_n_1,object,past,objected,ECDICT.exchange,F,
object_n_1_form_3,object_n_1,object,past_participle,objected,ECDICT.exchange,F,
object_n_1_form_4,object_n_1,object,present_participle,objecting,ECDICT.exchange,F,
object_n_1_form_5,object_n_1,object,third_person_singular,objects,ECDICT.exchange,F,
thing_n_1_form_1,thing_n_1,thing,plural,things,ECDICT.exchange,F,
box_n_1_form_1,box_n_1,box,plural,boxes,ECDICT.exchange,F,
box_n_1_form_2,box_n_1,box,past_participle,boxed,ECDICT.exchange,F,
box_n_1_form_3,box_n_1,box,past,boxed,ECDICT.exchange,F,
box_n_1_form_4,box_n_1,box,present_participle,boxing,ECDICT.exchange,F,
box_n_1_form_5,box_n_1,box,third_person_singular,boxes,ECDICT.exchange,F,
bag_n_1_form_1,bag_n_1,bag,plural,bags,ECDICT.exchange,F,
bag_n_1_form_2,bag_n_1,bag,past,bagged,ECDICT.exchange,F,
bag_n_1_form_3,bag_n_1,bag,past_participle,bagged,ECDICT.exchange,F,
bag_n_1_form_4,bag_n_1,bag,present_participle,bagging,ECDICT.exchange,F,
bag_n_1_form_5,bag_n_1,bag,third_person_singular,bags,ECDICT.exchange,F,
bottle_n_1_form_1,bottle_n_1,bottle,plural,bottles,ECDICT.exchange,F,
bottle_n_1_form_2,bottle_n_1,bottle,past_participle,bottled,ECDICT.exchange,F,
bottle_n_1_form_3,bottle_n_1,bottle,past,bottled,ECDICT.exchange,F,
bottle_n_1_form_4,bottle_n_1,bottle,present_participle,bottling,ECDICT.exchange,F,
bottle_n_1_form_5,bottle_n_1,bottle,third_person_singular,bottles,ECDICT.exchange,F,
knife_n_1_form_1,knife_n_1,knife,plural,knives,ECDICT.exchange,F,
knife_n_1_form_2,knife_n_1,knife,past_participle,knifed,ECDICT.exchange,F,
knife_n_1_form_3,knife_n_1,knife,present_participle,knifing,ECDICT.exchange,F,
knife_n_1_form_4,knife_n_1,knife,past,knifed,ECDICT.exchange,F,
knife_n_1_form_5,knife_n_1,knife,third_person_singular,knifes,ECDICT.exchange,F,
television_n_1_form_1,television_n_1,television,plural,televisions,ECDICT.exchange,F,
dish_n_1_form_1,dish_n_1,dish,plural,dishes,ECDICT.exchange,F,
dish_n_1_form_2,dish_n_1,dish,present_participle,dishing,ECDICT.exchange,F,
dish_n_1_form_3,dish_n_1,dish,past_participle,dished,ECDICT.exchange,F,
dish_n_1_form_4,dish_n_1,dish,past,dished,ECDICT.exchange,F,
dish_n_1_form_5,dish_n_1,dish,third_person_singular,dishes,ECDICT.exchange,F,
computer_n_1_form_1,computer_n_1,computer,plural,computers,ECDICT.exchange,F,
plate_n_1_form_1,plate_n_1,plate,plural,plates,ECDICT.exchange,F,
plate_n_1_form_2,plate_n_1,plate,past_participle,plated,ECDICT.exchange,F,
plate_n_1_form_3,plate_n_1,plate,present_participle,plating,ECDICT.exchange,F,
plate_n_1_form_4,plate_n_1,plate,past,plated,ECDICT.exchange,F,
plate_n_1_form_5,plate_n_1,plate,third_person_singular,plates,ECDICT.exchange,F,
phone_n_1_form_1,phone_n_1,phone,past,phoned,ECDICT.exchange,F,
phone_n_1_form_2,phone_n_1,phone,plural,phones,ECDICT.exchange,F,
phone_n_1_form_3,phone_n_1,phone,present_participle,phoning,ECDICT.exchange,F,
phone_n_1_form_4,phone_n_1,phone,past_participle,phoned,ECDICT.exchange,F,
phone_n_1_form_5,phone_n_1,phone,third_person_singular,phones,ECDICT.exchange,F,
bowl_n_1_form_1,bowl_n_1,bowl,plural,bowls,ECDICT.exchange,F,
bowl_n_1_form_2,bowl_n_1,bowl,past,bowled,ECDICT.exchange,F,
bowl_n_1_form_3,bowl_n_1,bowl,past_participle,bowled,ECDICT.exchange,F,
bowl_n_1_form_4,bowl_n_1,bowl,present_participle,bowling,ECDICT.exchange,F,
bowl_n_1_form_5,bowl_n_1,bowl,third_person_singular,bowls,ECDICT.exchange,F,
clock_n_1_form_1,clock_n_1,clock,plural,clocks,ECDICT.exchange,F,
clock_n_1_form_2,clock_n_1,clock,past,clocked,ECDICT.exchange,F,
clock_n_1_form_3,clock_n_1,clock,past_participle,clocked,ECDICT.exchange,F,
clock_n_1_form_4,clock_n_1,clock,present_participle,clocking,ECDICT.exchange,F,
clock_n_1_form_5,clock_n_1,clock,third_person_singular,clocks,ECDICT.exchange,F,
towel_n_1_form_1,towel_n_1,towel,plural,towels,ECDICT.exchange,F,
towel_n_1_form_2,towel_n_1,towel,past,towelled,ECDICT.exchange,F,
towel_n_1_form_3,towel_n_1,towel,present_participle,towelling,ECDICT.exchange,F,
towel_n_1_form_4,towel_n_1,towel,third_person_singular,towels,ECDICT.exchange,F,
towel_n_1_form_5,towel_n_1,towel,past_participle,towelled,ECDICT.exchange,F,
spoon_n_1_form_1,spoon_n_1,spoon,plural,spoons,ECDICT.exchange,F,
spoon_n_1_form_2,spoon_n_1,spoon,past,spooned,ECDICT.exchange,F,
spoon_n_1_form_3,spoon_n_1,spoon,present_participle,spooning,ECDICT.exchange,F,
spoon_n_1_form_4,spoon_n_1,spoon,past_participle,spooned,ECDICT.exchange,F,
spoon_n_1_form_5,spoon_n_1,spoon,third_person_singular,spoons,ECDICT.exchange,F,
carry_v_1_form_1,carry_v_1,carry,past_participle,carried,ECDICT.exchange,F,
carry_v_1_form_2,carry_v_1,carry,present_participle,carrying,ECDICT.exchange,F,
carry_v_1_form_3,carry_v_1,carry,past,carried,ECDICT.exchange,F,
carry_v_1_form_4,carry_v_1,carry,third_person_singular,carries,ECDICT.exchange,F,
fork_n_1_form_1,fork_n_1,fork,plural,forks,ECDICT.exchange,F,
fork_n_1_form_2,fork_n_1,fork,past,forked,ECDICT.exchange,F,
fork_n_1_form_3,fork_n_1,fork,present_participle,forking,ECDICT.exchange,F,
fork_n_1_form_4,fork_n_1,fork,past_participle,forked,ECDICT.exchange,F,
fork_n_1_form_5,fork_n_1,fork,third_person_singular,forks,ECDICT.exchange,F,
pot_n_1_form_1,pot_n_1,pot,plural,pots,ECDICT.exchange,F,
pot_n_1_form_2,pot_n_1,pot,present_participle,potting,ECDICT.exchange,F,
pot_n_1_form_3,pot_n_1,pot,past_participle,potted,ECDICT.exchange,F,
pot_n_1_form_4,pot_n_1,pot,past,potted,ECDICT.exchange,F,
pot_n_1_form_5,pot_n_1,pot,third_person_singular,pots,ECDICT.exchange,F,
put_v_1_form_1,put_v_1,put,past_participle,put,ECDICT.exchange,F,
put_v_1_form_2,put_v_1,put,lemma,put,ECDICT.exchange,T,Confirm lemma relationship.
put_v_1_form_3,put_v_1,put,lemma_variant,dp,ECDICT.exchange,T,Confirm lemma relationship.
put_v_1_form_4,put_v_1,put,past,put,ECDICT.exchange,F,
put_v_1_form_5,put_v_1,put,present_participle,putting,ECDICT.exchange,F,
put_v_1_form_6,put_v_1,put,third_person_singular,puts,ECDICT.exchange,F,
keep_v_1_form_1,keep_v_1,keep,past,kept,ECDICT.exchange,F,
keep_v_1_form_2,keep_v_1,keep,past_participle,kept,ECDICT.exchange,F,
keep_v_1_form_3,keep_v_1,keep,present_participle,keeping,ECDICT.exchange,F,
keep_v_1_form_4,keep_v_1,keep,third_person_singular,keeps,ECDICT.exchange,F,
clean_v_1_form_1,clean_v_1,clean,present_participle,cleaning,ECDICT.exchange,F,
clean_v_1_form_2,clean_v_1,clean,past_participle,cleaned,ECDICT.exchange,F,
clean_v_1_form_3,clean_v_1,clean,comparative,cleaner,ECDICT.exchange,F,
clean_v_1_form_4,clean_v_1,clean,past,cleaned,ECDICT.exchange,F,
clean_v_1_form_5,clean_v_1,clean,third_person_singular,cleans,ECDICT.exchange,F,
clean_v_1_form_6,clean_v_1,clean,superlative,cleanest,ECDICT.exchange,F,
pan_n_1_form_1,pan_n_1,pan,plural,pans,ECDICT.exchange,F,
pan_n_1_form_2,pan_n_1,pan,past_participle,panned,ECDICT.exchange,F,
pan_n_1_form_3,pan_n_1,pan,present_participle,panning,ECDICT.exchange,F,
pan_n_1_form_4,pan_n_1,pan,past,panned,ECDICT.exchange,F,
pan_n_1_form_5,pan_n_1,pan,third_person_singular,pans,ECDICT.exchange,F,
open_v_1_form_1,open_v_1,open,past,opened,ECDICT.exchange,F,
open_v_1_form_2,open_v_1,open,past_participle,opened,ECDICT.exchange,F,
open_v_1_form_3,open_v_1,open,present_participle,opening,ECDICT.exchange,F,
open_v_1_form_4,open_v_1,open,third_person_singular,opens,ECDICT.exchange,F,
soap_n_1_form_1,soap_n_1,soap,plural,soaps,ECDICT.exchange,F,
soap_n_1_form_2,soap_n_1,soap,present_participle,soaping,ECDICT.exchange,F,
soap_n_1_form_3,soap_n_1,soap,past,soaped,ECDICT.exchange,F,
soap_n_1_form_4,soap_n_1,soap,third_person_singular,soaps,ECDICT.exchange,F,
soap_n_1_form_5,soap_n_1,soap,past_participle,soaped,ECDICT.exchange,F,
brush_n_1_form_1,brush_n_1,brush,past,brushed,ECDICT.exchange,F,
brush_n_1_form_2,brush_n_1,brush,present_participle,brushing,ECDICT.exchange,F,
brush_n_1_form_3,brush_n_1,brush,plural,brushes,ECDICT.exchange,F,
brush_n_1_form_4,brush_n_1,brush,past_participle,brushed,ECDICT.exchange,F,
brush_n_1_form_5,brush_n_1,brush,third_person_singular,brushes,ECDICT.exchange,F,
fridge_n_1_form_1,fridge_n_1,fridge,plural,fridges,ECDICT.exchange,F,
use_v_1_form_1,use_v_1,use,past_participle,used,ECDICT.exchange,F,
use_v_1_form_2,use_v_1,use,present_participle,using,ECDICT.exchange,F,
use_v_1_form_3,use_v_1,use,past,used,ECDICT.exchange,F,
use_v_1_form_4,use_v_1,use,third_person_singular,uses,ECDICT.exchange,F,
use_v_1_form_5,use_v_1,use,plural,uses,ECDICT.exchange,F,
need_v_1_form_1,need_v_1,need,plural,needs,ECDICT.exchange,F,
need_v_1_form_2,need_v_1,need,third_person_singular,needs,ECDICT.exchange,F,
need_v_1_form_3,need_v_1,need,past_participle,needed,ECDICT.exchange,F,
need_v_1_form_4,need_v_1,need,past,needed,ECDICT.exchange,F,
need_v_1_form_5,need_v_1,need,present_participle,needing,ECDICT.exchange,F,
water_n_1_form_1,water_n_1,water,plural,waters,ECDICT.exchange,F,
water_n_1_form_2,water_n_1,water,past_participle,watered,ECDICT.exchange,F,
water_n_1_form_3,water_n_1,water,present_participle,watering,ECDICT.exchange,F,
water_n_1_form_4,water_n_1,water,third_person_singular,waters,ECDICT.exchange,F,
water_n_1_form_5,water_n_1,water,past,watered,ECDICT.exchange,F,
wash_v_1_form_1,wash_v_1,wash,past_participle,washed,ECDICT.exchange,F,
wash_v_1_form_2,wash_v_1,wash,present_participle,washing,ECDICT.exchange,F,
wash_v_1_form_3,wash_v_1,wash,past,washed,ECDICT.exchange,F,
wash_v_1_form_4,wash_v_1,wash,plural,washes,ECDICT.exchange,F,
wash_v_1_form_5,wash_v_1,wash,third_person_singular,washes,ECDICT.exchange,F,
cook_v_1_form_1,cook_v_1,cook,present_participle,cooking,ECDICT.exchange,F,
cook_v_1_form_2,cook_v_1,cook,past_participle,cooked,ECDICT.exchange,F,
cook_v_1_form_3,cook_v_1,cook,past,cooked,ECDICT.exchange,F,
cook_v_1_form_4,cook_v_1,cook,plural,cooks,ECDICT.exchange,F,
cook_v_1_form_5,cook_v_1,cook,third_person_singular,cooks,ECDICT.exchange,F,
oven_n_1_form_1,oven_n_1,oven,plural,ovens,ECDICT.exchange,F,
