question_id,sense_id,level_number,question_type_id,type_code,example_id,prompt_hint,stem,correct_answer,translation_zh,difficulty,expected_time_ms,is_active,generation_version,human_review,review_status,is_context_hint,context_for_multiple_meaning
q_2_pretty_adj_1_spelling_ccfb77276944,pretty_adj_1,2,1,1,ex_pretty_adj_1_2,Complete the word using the first-letter hint.,These flowers look p_____ on the table.,pretty,这些花放在桌上很好看。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_pretty_adj_1_cloze_13274fdda2b2,pretty_adj_1,2,3,3,ex_pretty_adj_1_1,漂亮的,The child wore a ______ pink coat.,pretty,那个孩子穿着一件漂亮的粉色外套。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_thin_adj_1_meaning_3ebecf984dcd,thin_adj_1,2,2,2,,Choose the word that matches the meaning.,having little fat on the body,thin,瘦的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_thin_adj_1_context_6c1c46a54be5,thin_adj_1,2,2,2,ex_thin_adj_1_1,根据句子选择目标单词的完整中文释义。,"He became thin after a long illness.

句中“thin”是什么意思？",thin,他久病之后变瘦了。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_thin_adj_1_spelling_ffd774b7caa2,thin_adj_1,2,1,1,ex_thin_adj_1_2,Complete the word using the first-letter hint.,The doctor said she was too t___.,thin,医生说她太瘦了。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_thin_adj_1_cloze_b53300468cef,thin_adj_1,2,3,3,ex_thin_adj_1_1,瘦的,He became ______ after a long illness.,thin,他久病之后变瘦了。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_healthy_adj_1_meaning_1ae500af3b53,healthy_adj_1,2,2,2,,Choose the word that matches the meaning.,having good health and not likely to become ill,healthy,健康的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_healthy_adj_1_context_288235defcac,healthy_adj_1,2,2,2,ex_healthy_adj_1_1,根据句子选择目标单词的完整中文释义。,"A healthy child needs food, sleep, and exercise.

句中“healthy”是什么意思？",healthy,健康的孩子需要食物、睡眠和运动。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_healthy_adj_1_spelling_12e5d9ceea11,healthy_adj_1,2,1,1,ex_healthy_adj_1_2,Complete the word using the first-letter hint.,Walking every day keeps her h______.,healthy,每天散步使她保持健康。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_healthy_adj_1_cloze_2ded42e931de,healthy_adj_1,2,3,3,ex_healthy_adj_1_1,健康的,"A ______ child needs food, sleep, and exercise.",healthy,健康的孩子需要食物、睡眠和运动。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_weak_adj_1_meaning_49a0118f9e67,weak_adj_1,2,2,2,,Choose the word that matches the meaning.,not physically strong,weak,虚弱的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_weak_adj_1_context_958cead58551,weak_adj_1,2,2,2,ex_weak_adj_1_1,根据句子选择目标单词的完整中文释义。,"He felt weak after being sick.

句中“weak”是什么意思？",weak,他生病后感到虚弱。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_weak_adj_1_spelling_c393b129d87f,weak_adj_1,2,1,1,ex_weak_adj_1_2,Complete the word using the first-letter hint.,Her legs were too w___ to stand.,weak,她的双腿太虚弱，无法站立。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_weak_adj_1_cloze_3b284b05ae36,weak_adj_1,2,3,3,ex_weak_adj_1_1,虚弱的,He felt ______ after being sick.,weak,他生病后感到虚弱。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_hand_n_1_meaning_45acfca9827e,hand_n_1,2,2,2,,Choose the word that matches the meaning.,"the part of the body at the end of the arm, including the fingers and thumb",hand,手,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_hand_n_1_context_c9da5f4bc443,hand_n_1,2,2,2,ex_hand_n_1_1,根据句子选择目标单词的完整中文释义。,"Please wash your hand before eating.

句中“hand”是什么意思？",hand,吃饭前请洗手。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_hand_n_1_spelling_93f8f68c5ed9,hand_n_1,2,1,1,ex_hand_n_1_2,Complete the word using the first-letter hint.,She held the cup in one h___.,hand,她一只手拿着杯子。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_hand_n_1_cloze_003a185dd7dc,hand_n_1,2,3,3,ex_hand_n_1_1,手,Please wash your ______ before eating.,hand,吃饭前请洗手。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_foot_n_1_meaning_9315aa4959f4,foot_n_1,2,2,2,,Choose the word that matches the meaning.,"the lowest part of the leg, below the ankle, on which a person or an animal stands",foot,脚,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_foot_n_1_context_7860cad56615,foot_n_1,2,2,2,ex_foot_n_1_1,根据句子选择目标单词的完整中文释义。,"He hurt his left foot while running.

句中“foot”是什么意思？",foot,他跑步时伤了左脚。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_foot_n_1_spelling_65e730c735f9,foot_n_1,2,1,1,ex_foot_n_1_2,Complete the word using the first-letter hint.,She put one f___ on the stairs.,foot,她把一只脚放在楼梯上。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_foot_n_1_cloze_1829faba5459,foot_n_1,2,3,3,ex_foot_n_1_1,脚,He hurt his left ______ while running.,foot,他跑步时伤了左脚。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_head_n_1_meaning_2dafe133c2f2,head_n_1,2,2,2,,Choose the word that matches the meaning.,"the part of the body on top of the neck containing the eyes, nose, mouth and brain",head,头；头部,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_head_n_1_context_3364a0058cdd,head_n_1,2,2,2,ex_head_n_1_1,根据句子选择目标单词的完整中文释义。,"Wear a hat to protect your head.

句中“head”是什么意思？",head,戴帽子保护头部。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_head_n_1_spelling_8ee0ec3c97d8,head_n_1,2,1,1,ex_head_n_1_2,Complete the word using the first-letter hint.,He turned his h___ toward the door.,head,他把头转向门口。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_head_n_1_cloze_8479c849b26c,head_n_1,2,3,3,ex_head_n_1_1,头；头部,Wear a hat to protect your ______.,head,戴帽子保护头部。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_body_n_1_meaning_35becbeb4d09,body_n_1,2,2,2,,Choose the word that matches the meaning.,the whole physical structure of a human or an animal,body,身体,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_body_n_1_context_676362a62439,body_n_1,2,2,2,ex_body_n_1_1,根据句子选择目标单词的完整中文释义。,"Exercise keeps the body strong and healthy.

句中“body”是什么意思？",body,运动使身体强壮健康。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_body_n_1_spelling_49135706cce4,body_n_1,2,1,1,ex_body_n_1_2,Complete the word using the first-letter hint.,Your b___ needs time to rest.,body,你的身体需要时间休息。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_body_n_1_cloze_e1c2eff05dac,body_n_1,2,3,3,ex_body_n_1_1,身体,Exercise keeps the ______ strong and healthy.,body,运动使身体强壮健康。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_arm_n_1_meaning_88dcf8968992,arm_n_1,2,2,2,,Choose the word that matches the meaning.,either of the two long parts that stick out from the top of the body and connect the shoulders to the hands,arm,手臂,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_arm_n_1_context_4962af1bd1b7,arm_n_1,2,2,2,ex_arm_n_1_1,根据句子选择目标单词的完整中文释义。,"She carried the baby in one arm.

句中“arm”是什么意思？",arm,她用一只手臂抱着婴儿。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_arm_n_1_spelling_02bf5eb35734,arm_n_1,2,1,1,ex_arm_n_1_2,Complete the word using the first-letter hint.,He raised his a___ to ask a question.,arm,他举起手臂提问。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_arm_n_1_cloze_b0d522d24470,arm_n_1,2,3,3,ex_arm_n_1_1,手臂,She carried the baby in one ______.,arm,她用一只手臂抱着婴儿。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_nose_n_1_meaning_4ba74bfc07f1,nose_n_1,2,2,2,,Choose the word that matches the meaning.,"the part of the face that sticks out above the mouth, used for breathing and smelling things",nose,鼻子,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_nose_n_1_context_320419df2795,nose_n_1,2,2,2,ex_nose_n_1_1,根据句子选择目标单词的完整中文释义。,"The cold air made my nose red.

句中“nose”是什么意思？",nose,冷空气使我的鼻子发红。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_nose_n_1_spelling_85888b98a963,nose_n_1,2,1,1,ex_nose_n_1_2,Complete the word using the first-letter hint.,She covered her n___ near the smoke.,nose,她在烟雾附近捂住了鼻子。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_nose_n_1_cloze_1b184b577aaf,nose_n_1,2,3,3,ex_nose_n_1_1,鼻子,The cold air made my ______ red.,nose,冷空气使我的鼻子发红。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_mouth_n_1_meaning_4abb5ce0dfd6,mouth_n_1,2,2,2,,Choose the word that matches the meaning.,"the opening in the face used for speaking, eating, etc.; the area inside the head behind this opening",mouth,嘴；口腔,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_mouth_n_1_context_20ea8be7f3ff,mouth_n_1,2,2,2,ex_mouth_n_1_1,根据句子选择目标单词的完整中文释义。,"Open your mouth and say ""ah.""

句中“mouth”是什么意思？",mouth,张开嘴说“啊”。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_mouth_n_1_spelling_766b7fbdb416,mouth_n_1,2,1,1,ex_mouth_n_1_2,Complete the word using the first-letter hint.,He covered his m____ when he coughed.,mouth,他咳嗽时捂住了嘴。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_mouth_n_1_cloze_2846d5d62c95,mouth_n_1,2,3,3,ex_mouth_n_1_1,嘴；口腔,"Open your ______ and say ""ah.""",mouth,张开嘴说“啊”。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_childhood_n_1_meaning_13ec8b15ec52,childhood_n_1,2,2,2,,Choose the word that matches the meaning.,the period of somebody’s life when they are a child,childhood,童年,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_childhood_n_1_context_7c0cfa4a4901,childhood_n_1,2,2,2,ex_childhood_n_1_1,根据句子选择目标单词的完整中文释义。,"She spent her childhood near the ocean.

句中“childhood”是什么意思？",childhood,她的童年在海边度过。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_childhood_n_1_spelling_9fe230013ee4,childhood_n_1,2,1,1,ex_childhood_n_1_2,Complete the word using the first-letter hint.,This photo reminds me of my c________.,childhood,这张照片让我想起童年。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_childhood_n_1_cloze_2d044fe962fd,childhood_n_1,2,3,3,ex_childhood_n_1_1,童年,She spent her ______ near the ocean.,childhood,她的童年在海边度过。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_skin_n_1_meaning_99bbb9ac1517,skin_n_1,2,2,2,,Choose the word that matches the meaning.,the layer of tissue that covers the body,skin,皮肤,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_skin_n_1_context_0ee038d041c6,skin_n_1,2,2,2,ex_skin_n_1_1,根据句子选择目标单词的完整中文释义。,"This soap is gentle on the skin.

句中“skin”是什么意思？",skin,这种肥皂对皮肤很温和。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_skin_n_1_spelling_9908fbcc511f,skin_n_1,2,1,1,ex_skin_n_1_2,Complete the word using the first-letter hint.,Drink water to keep your s___ healthy.,skin,喝水有助于保持皮肤健康。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_skin_n_1_cloze_7f709b214197,skin_n_1,2,3,3,ex_skin_n_1_1,皮肤,This soap is gentle on the ______.,skin,这种肥皂对皮肤很温和。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_ear_n_1_meaning_2dac9721a70b,ear_n_1,2,2,2,,Choose the word that matches the meaning.,either of the organs on the sides of the head that you hear with,ear,耳朵,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_ear_n_1_context_b90aab8f457a,ear_n_1,2,2,2,ex_ear_n_1_1,根据句子选择目标单词的完整中文释义。,"The doctor examined the child's ear.

句中“ear”是什么意思？",ear,医生检查了孩子的耳朵。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_ear_n_1_spelling_d81e9233d87f,ear_n_1,2,1,1,ex_ear_n_1_2,Complete the word using the first-letter hint.,She held the phone to her e___.,ear,她把电话贴在耳边。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_ear_n_1_cloze_51e5bf0aeca6,ear_n_1,2,3,3,ex_ear_n_1_1,耳朵,The doctor examined the child's ______.,ear,医生检查了孩子的耳朵。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_leg_n_1_meaning_9d3121da4c56,leg_n_1,2,2,2,,Choose the word that matches the meaning.,one of the long parts that connect the feet to the rest of the body,leg,腿,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_leg_n_1_context_bfb14d83a993,leg_n_1,2,2,2,ex_leg_n_1_1,根据句子选择目标单词的完整中文释义。,"He injured his leg during the game.

句中“leg”是什么意思？",leg,他在比赛中伤了腿。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_leg_n_1_spelling_7a721b53adae,leg_n_1,2,1,1,ex_leg_n_1_2,Complete the word using the first-letter hint.,She stood on one l___ for ten seconds.,leg,她单腿站了十秒钟。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_leg_n_1_cloze_c42fba618807,leg_n_1,2,3,3,ex_leg_n_1_1,腿,He injured his ______ during the game.,leg,他在比赛中伤了腿。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_tooth_n_1_meaning_96c562190d77,tooth_n_1,2,2,2,,Choose the word that matches the meaning.,any of the hard white structures in the mouth used for biting food,tooth,牙齿,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_tooth_n_1_context_496aa6aa772b,tooth_n_1,2,2,2,ex_tooth_n_1_1,根据句子选择目标单词的完整中文释义。,"The dentist checked the broken tooth.

句中“tooth”是什么意思？",tooth,牙医检查了那颗坏牙。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_tooth_n_1_spelling_ec5c4af6c4db,tooth_n_1,2,1,1,ex_tooth_n_1_2,Complete the word using the first-letter hint.,Brush each t____ carefully every day.,tooth,每天认真刷每一颗牙。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_tooth_n_1_cloze_f1a8c00e7f49,tooth_n_1,2,3,3,ex_tooth_n_1_1,牙齿,The dentist checked the broken ______.,tooth,牙医检查了那颗坏牙。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_single_adj_1_meaning_5a15cfdb83fa,single_adj_1,2,2,2,,Choose the word that matches the meaning.,not married or in a romantic relationship,single,单身的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_single_adj_1_context_b7ff5dd99852,single_adj_1,2,2,2,ex_single_adj_1_1,根据句子选择目标单词的完整中文释义。,"He is single and lives alone.

句中“single”是什么意思？",single,他单身并且独自生活。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_single_adj_1_spelling_1c509e89d369,single_adj_1,2,1,1,ex_single_adj_1_2,Complete the word using the first-letter hint.,She remained s_____ throughout her twenties.,single,她二十多岁时一直单身。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_single_adj_1_cloze_36dcb315ca3b,single_adj_1,2,3,3,ex_single_adj_1_1,单身的,He is ______ and lives alone.,single,他单身并且独自生活。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_look_n_1_meaning_53b279498f6b,look_n_1,2,2,2,,Choose the word that matches the meaning.,a person's appearance or the expression on their face,look,外表；神情,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_look_n_1_context_6dcaa89a1810,look_n_1,2,2,2,ex_look_n_1_1,根据句子选择目标单词的完整中文释义。,"Her new haircut changed her look.

句中“look”是什么意思？",look,她的新发型改变了外表。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_look_n_1_spelling_59935d385d9a,look_n_1,2,1,1,ex_look_n_1_2,Complete the word using the first-letter hint.,The worried l___ on his face disappeared.,look,他脸上担忧的神情消失了。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_look_n_1_cloze_075fe91de7be,look_n_1,2,3,3,ex_look_n_1_1,外表；神情,Her new haircut changed her ______.,look,她的新发型改变了外表。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_laugh_v_1_meaning_bfab5bb603ee,laugh_v_1,2,2,2,,Choose the word that matches the meaning.,to make the sounds and movements of your face that show you think something is funny or silly,laugh,笑,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_laugh_v_1_context_546c078111e3,laugh_v_1,2,2,2,ex_laugh_v_1_1,根据句子选择目标单词的完整中文释义。,"Children laugh when the story is funny.

句中“laugh”是什么意思？",laugh,故事有趣时孩子们会笑。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_laugh_v_1_spelling_215c246ca18e,laugh_v_1,2,1,1,ex_laugh_v_1_2,Complete the word using the first-letter hint.,We often l____ together at dinner.,laugh,我们吃晚饭时常常一起笑。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_laugh_v_1_cloze_1981aec22387,laugh_v_1,2,3,3,ex_laugh_v_1_1,笑,Children ______ when the story is funny.,laugh,故事有趣时孩子们会笑。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_voice_n_1_meaning_859871b8fddd,voice_n_1,2,2,2,,Choose the word that matches the meaning.,the sound or sounds produced through the mouth by a person speaking or singing,voice,嗓音；声音,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_voice_n_1_context_868b907470df,voice_n_1,2,2,2,ex_voice_n_1_1,根据句子选择目标单词的完整中文释义。,"Her voice is calm and clear.

句中“voice”是什么意思？",voice,她的声音平静而清晰。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_voice_n_1_spelling_c2c9ebf2194f,voice_n_1,2,1,1,ex_voice_n_1_2,Complete the word using the first-letter hint.,I recognized his v____ on the phone.,voice,我在电话里认出了他的声音。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_voice_n_1_cloze_875bed04ef66,voice_n_1,2,3,3,ex_voice_n_1_1,嗓音；声音,Her ______ is calm and clear.,voice,她的声音平静而清晰。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_smile_v_1_meaning_46843cf83219,smile_v_1,2,2,2,,Choose the word that matches the meaning.,to make a smile appear on your face,smile,微笑,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_smile_v_1_context_7fdc567ba055,smile_v_1,2,2,2,ex_smile_v_1_1,根据句子选择目标单词的完整中文释义。,"The baby began to smile at her mother.

句中“smile”是什么意思？",smile,婴儿开始对妈妈微笑。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_smile_v_1_spelling_a96b184e1d09,smile_v_1,2,1,1,ex_smile_v_1_2,Complete the word using the first-letter hint.,She will s____ when she sees the gift.,smile,她看到礼物时会微笑。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_smile_v_1_cloze_11c1b90fccec,smile_v_1,2,3,3,ex_smile_v_1_1,微笑,The baby began to ______ at her mother.,smile,婴儿开始对妈妈微笑。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_appearance_n_1_meaning_6b8f6b7731ee,appearance_n_1,2,2,2,,Choose the word that matches the meaning.,the way that somebody/something looks on the outside; what somebody/something seems to be,appearance,外貌；外表,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_appearance_n_1_context_5206a55b01b9,appearance_n_1,2,2,2,ex_appearance_n_1_1,根据句子选择目标单词的完整中文释义。,"His appearance changed after he grew a beard.

句中“appearance”是什么意思？",appearance,他留胡子后外貌发生了变化。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_appearance_n_1_spelling_4fe742c90dcd,appearance_n_1,2,1,1,ex_appearance_n_1_2,Complete the word using the first-letter hint.,Clothes can affect a person's a_________.,appearance,衣服会影响一个人的外表。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_appearance_n_1_cloze_ec19dbf5f06a,appearance_n_1,2,3,3,ex_appearance_n_1_1,外貌；外表,His ______ changed after he grew a beard.,appearance,他留胡子后外貌发生了变化。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_dead_adj_1_meaning_538990c82c58,dead_adj_1,2,2,2,,Choose the word that matches the meaning.,no longer alive,dead,死的；失去生命的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_dead_adj_1_context_dccf17969c41,dead_adj_1,2,2,2,ex_dead_adj_1_1,根据句子选择目标单词的完整中文释义。,"The bird was dead when we found it.

句中“dead”是什么意思？",dead,我们发现那只鸟时，它已经死了。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_dead_adj_1_spelling_15cbdbb89009,dead_adj_1,2,1,1,ex_dead_adj_1_2,Complete the word using the first-letter hint.,The plant looks d___ without water.,dead,这株植物缺水，看起来已经死了。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_dead_adj_1_cloze_bf883e4e22da,dead_adj_1,2,3,3,ex_dead_adj_1_1,死的；失去生命的,The bird was ______ when we found it.,dead,我们发现那只鸟时，它已经死了。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_male_adj_1_meaning_211ef5567fb8,male_adj_1,2,2,2,,Choose the word that matches the meaning.,being a man or boy,male,男性的；雄性的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_male_adj_1_context_83079596342f,male_adj_1,2,2,2,ex_male_adj_1_1,根据句子选择目标单词的完整中文释义。,"The male student entered the room first.

句中“male”是什么意思？",male,那名男学生先走进房间。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_male_adj_1_spelling_32b481d9ad17,male_adj_1,2,1,1,ex_male_adj_1_2,Complete the word using the first-letter hint.,A m___ bird was sitting on the roof.,male,一只雄鸟停在屋顶上。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_male_adj_1_cloze_3fac8bceafaa,male_adj_1,2,3,3,ex_male_adj_1_1,男性的；雄性的,The ______ student entered the room first.,male,那名男学生先走进房间。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_female_adj_1_meaning_b20e8b6474a2,female_adj_1,2,2,2,,Choose the word that matches the meaning.,being a woman or a girl,female,女性的；雌性的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_female_adj_1_context_6d65ceb82234,female_adj_1,2,2,2,ex_female_adj_1_1,根据句子选择目标单词的完整中文释义。,"The female doctor spoke to the family.

句中“female”是什么意思？",female,那位女医生和家属交谈。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_female_adj_1_spelling_880e7d977f41,female_adj_1,2,1,1,ex_female_adj_1_2,Complete the word using the first-letter hint.,A f_____ cat was sleeping by the door.,female,一只母猫睡在门边。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_female_adj_1_cloze_f4bf4a757447,female_adj_1,2,3,3,ex_female_adj_1_1,女性的；雌性的,The ______ doctor spoke to the family.,female,那位女医生和家属交谈。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_cute_adj_1_meaning_f09eebf7ae88,cute_adj_1,2,2,2,,Choose the word that matches the meaning.,pretty and attractive,cute,可爱的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_cute_adj_1_context_7e7be4e1c343,cute_adj_1,2,2,2,ex_cute_adj_1_1,根据句子选择目标单词的完整中文释义。,"The baby looks cute in that hat.

句中“cute”是什么意思？",cute,婴儿戴着那顶帽子很可爱。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_cute_adj_1_spelling_c862e984f7ba,cute_adj_1,2,1,1,ex_cute_adj_1_2,Complete the word using the first-letter hint.,They adopted a c___ little dog.,cute,他们收养了一只可爱的小狗。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_cute_adj_1_cloze_422953a6972b,cute_adj_1,2,3,3,ex_cute_adj_1_1,可爱的,The baby looks ______ in that hat.,cute,婴儿戴着那顶帽子很可爱。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_alive_adj_1_meaning_022052eb4a8d,alive_adj_1,2,2,2,,Choose the word that matches the meaning.,living; not dead,alive,活着的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_alive_adj_1_context_92a0330de8c0,alive_adj_1,2,2,2,ex_alive_adj_1_1,根据句子选择目标单词的完整中文释义。,"The fish was still alive in the water.

句中“alive”是什么意思？",alive,那条鱼在水里还活着。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_alive_adj_1_spelling_dff6846ca1b0,alive_adj_1,2,1,1,ex_alive_adj_1_2,Complete the word using the first-letter hint.,Doctors worked hard to keep him a____.,alive,医生们努力使他活下来。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_alive_adj_1_cloze_f7afc06c780b,alive_adj_1,2,3,3,ex_alive_adj_1_1,活着的,The fish was still ______ in the water.,alive,那条鱼在水里还活着。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_handsome_adj_1_meaning_e338ede55fbf,handsome_adj_1,2,2,2,,Choose the word that matches the meaning.,pleasing in appearance especially by reason of conformity to ideals of form and proportion,handsome,英俊的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_handsome_adj_1_context_f90780ca9f6d,handsome_adj_1,2,2,2,ex_handsome_adj_1_1,根据句子选择目标单词的完整中文释义。,"He looked handsome in his dark suit.

句中“handsome”是什么意思？",handsome,他穿深色西装显得很英俊。,4.0,15000,T,level_1_5_reviewed_v1,F,approved,T,F
q_2_handsome_adj_1_spelling_3cf9fd62a62c,handsome_adj_1,2,1,1,ex_handsome_adj_1_2,Complete the word using the first-letter hint.,The h_______ actor smiled at the camera.,handsome,那位英俊的演员对镜头微笑。,4.0,18000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_handsome_adj_1_cloze_42a4f2ac414c,handsome_adj_1,2,3,3,ex_handsome_adj_1_1,英俊的,He looked ______ in his dark suit.,handsome,他穿深色西装显得很英俊。,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
q_2_elderly_adj_1_meaning_1dc5250a2b02,elderly_adj_1,2,2,2,,Choose the word that matches the meaning.,used as a polite word for ‘old’,elderly,年长的；上了年纪的,4.0,12000,T,level_1_5_reviewed_v1,F,approved,F,F
